,id,compas_screening_date,sex,dob,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,decile_score.1,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count.1,start,end,event
840,1268,20130331,Male,19870812,28,25 - 45,African-American,0,4,0,0,1,-1.0,20130330.0,20130404.0,20130329.0,,2.0,F,1,(F2),0.0,20130917.0,20130917.0,20140301.0,,0,,Risk of Recidivism,4,Low,20130331,Risk of Violence,5,Medium,20130331,20130917.0,20140301.0,1,4,170,1
841,1269,20140103,Male,19860927,29,25 - 45,African-American,0,4,0,0,2,-1.0,20140102.0,20140103.0,20140102.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140103,Risk of Violence,5,Medium,20140103,20140102.0,20140103.0,2,0,819,0
842,1271,20131101,Female,19911024,24,Less than 25,African-American,0,5,0,0,0,,,,,,,M,1,(M2),,20140911.0,,,,0,,Risk of Recidivism,5,Medium,20131101,Risk of Violence,6,Medium,20131101,20140323.0,20140324.0,0,0,142,0
843,1272,20141020,Male,19781129,37,25 - 45,African-American,0,5,0,0,6,-1.0,20141019.0,20141108.0,20141019.0,,1.0,F,1,(M2),,20150123.0,,,,1,(M1),Risk of Recidivism,5,Medium,20141020,Risk of Violence,2,Low,20141020,20141207.0,20141220.0,6,19,48,0
844,1274,20130506,Male,19730319,43,25 - 45,Other,0,2,0,0,3,-1.0,20130505.0,20130506.0,20130505.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130506,Risk of Violence,2,Low,20130506,20130505.0,20130506.0,3,0,1061,0
845,1275,20131203,Male,19650226,51,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20131202.0,20131203.0,20131202.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20131203,Risk of Violence,1,Low,20131203,20131202.0,20131203.0,0,0,850,0
846,1276,20140602,Male,19950701,20,Less than 25,African-American,0,7,0,1,1,-2.0,20140531.0,20140601.0,20140531.0,,2.0,M,1,(F3),0.0,20140915.0,20140915.0,20140919.0,,0,,Risk of Recidivism,7,Medium,20140602,Risk of Violence,7,Medium,20140602,20140915.0,20140919.0,1,0,105,1
847,1280,20140129,Male,19890624,26,25 - 45,Caucasian,0,7,0,0,4,0.0,20140129.0,20141118.0,20140129.0,,0.0,M,1,(M1),,20151011.0,,,,0,,Risk of Recidivism,7,Medium,20140129,Risk of Violence,4,Low,20140129,20141118.0,20150901.0,4,580,620,1
848,1281,20141124,Female,19760628,39,25 - 45,Caucasian,0,2,0,0,1,-1.0,20141123.0,20141203.0,20141123.0,,1.0,M,1,(MO3),0.0,20151022.0,20151022.0,20151023.0,,0,,Risk of Recidivism,2,Low,20141124,Risk of Violence,1,Low,20141124,20151022.0,20151023.0,1,9,332,1
849,1282,20140322,Male,19941118,21,Less than 25,African-American,0,8,0,1,1,-1.0,20140321.0,20140323.0,,20140321.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20140322,Risk of Violence,7,Medium,20140322,20140321.0,20140323.0,1,1,741,0
850,1283,20130423,Male,19940715,21,Less than 25,African-American,0,9,1,1,1,-1.0,20130422.0,20130425.0,20130422.0,,1.0,F,1,(M2),0.0,20130528.0,20130528.0,20130725.0,,0,,Risk of Recidivism,9,High,20130423,Risk of Violence,6,Medium,20130423,20130528.0,20130725.0,1,2,35,1
851,1286,20130406,Male,19910621,24,Less than 25,Caucasian,0,4,2,0,3,-1.0,20130405.0,20130406.0,20130405.0,,1.0,F,1,(M1),0.0,20130522.0,20130522.0,20130523.0,,0,,Risk of Recidivism,4,Low,20130406,Risk of Violence,4,Low,20130406,20130522.0,20130523.0,3,0,46,1
852,1290,20130406,Male,19890802,26,25 - 45,African-American,0,8,1,0,4,-1.0,20130405.0,20130406.0,20130405.0,,1.0,M,1,(M2),1.0,20130526.0,20130527.0,20130528.0,,1,(M1),Risk of Recidivism,8,High,20130406,Risk of Violence,9,High,20130406,20131123.0,20131124.0,4,0,50,1
853,1292,20130528,Male,19680119,48,Greater than 45,Caucasian,0,2,0,0,1,0.0,20130528.0,20130529.0,20130528.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130528,Risk of Violence,1,Low,20130528,20130808.0,20130911.0,1,1,72,0
854,1293,20140329,Male,19910903,24,Less than 25,African-American,0,5,1,0,5,-1.0,20140328.0,20140330.0,20140328.0,,1.0,F,1,(M1),0.0,20151222.0,20151222.0,20151223.0,,0,,Risk of Recidivism,5,Medium,20140329,Risk of Violence,4,Low,20140329,20151222.0,20151223.0,5,1,633,1
855,1295,20140316,Male,19891208,26,25 - 45,Caucasian,0,4,0,0,0,0.0,20140316.0,20140316.0,20140316.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20140316,Risk of Violence,3,Low,20140316,20140316.0,20140316.0,0,0,747,0
856,1296,20130906,Male,19691114,46,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20130905.0,20130906.0,20130905.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130906,Risk of Violence,1,Low,20130906,20130905.0,20130906.0,0,0,938,0
857,1297,20130225,Female,19850904,30,25 - 45,Hispanic,0,2,0,0,1,,,,20130222.0,,3.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130225,Risk of Violence,2,Low,20130225,,,1,0,1131,0
858,1298,20130509,Male,19910708,24,Less than 25,African-American,0,9,1,1,7,-1.0,20130508.0,20130509.0,20130508.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,9,High,20130509,Risk of Violence,7,Medium,20130509,20140407.0,20140417.0,7,0,333,0
859,1300,20130430,Female,19950106,21,Less than 25,Caucasian,0,5,0,0,0,-1.0,20130429.0,20130430.0,20130429.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130430,Risk of Violence,7,Medium,20130430,20130429.0,20130430.0,0,0,1067,0
860,1303,20130109,Male,19910525,24,Less than 25,African-American,0,3,0,0,1,-1.0,20130108.0,20130109.0,,20130108.0,1.0,F,1,(M2),0.0,20140427.0,20140427.0,20140515.0,,0,,Risk of Recidivism,3,Low,20130109,Risk of Violence,5,Medium,20130109,20140427.0,20140515.0,1,0,473,1
861,1304,20140310,Male,19860316,30,25 - 45,African-American,0,7,0,0,1,,,,,20120719.0,599.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20140310,Risk of Violence,5,Medium,20140310,,,1,0,753,0
862,1305,20130213,Male,19790601,36,25 - 45,African-American,0,8,0,0,9,0.0,20130213.0,20130215.0,20130212.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,8,High,20130213,Risk of Violence,2,Low,20130213,20140211.0,20140314.0,9,2,363,0
863,1306,20130130,Male,19851012,30,25 - 45,African-American,0,4,0,0,5,-1.0,20130129.0,20130130.0,20130129.0,,1.0,F,1,(F6),51.0,20130505.0,20130625.0,20150827.0,,1,(F6),Risk of Recidivism,4,Low,20130130,Risk of Violence,3,Low,20130130,20150827.0,20200101.0,5,0,95,1
864,1310,20130702,Female,19930827,22,Less than 25,Caucasian,0,6,0,0,1,-23.0,20130609.0,20130611.0,20130609.0,,23.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130702,Risk of Violence,7,Medium,20130702,20150107.0,20150108.0,1,0,554,0
865,1313,20130209,Male,19910324,25,25 - 45,African-American,0,9,0,0,0,-1.0,20130208.0,20130218.0,20130208.0,,1.0,F,1,(F3),0.0,20130417.0,20130417.0,20130508.0,,1,(F3),Risk of Recidivism,9,High,20130209,Risk of Violence,8,High,20130209,20130417.0,20130508.0,0,9,67,1
866,1314,20130506,Male,19840715,31,25 - 45,African-American,0,8,3,0,25,-1.0,20130505.0,20130831.0,20130505.0,,1.0,M,1,(M1),0.0,20140106.0,20140106.0,20140321.0,,0,,Risk of Recidivism,8,High,20130506,Risk of Violence,7,Medium,20130506,20140106.0,20140321.0,25,117,245,1
867,1315,20130425,Male,19920205,24,Less than 25,African-American,0,4,0,0,0,-1.0,20130424.0,20130426.0,20130424.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20130425,Risk of Violence,5,Medium,20130425,20140623.0,20140729.0,0,1,424,0
868,1318,20130925,Male,19760820,39,25 - 45,African-American,0,8,0,0,13,-1.0,20130924.0,20130926.0,20130924.0,,1.0,F,1,(F3),,20150503.0,,,,1,(F3),Risk of Recidivism,8,High,20130925,Risk of Violence,6,Medium,20130925,20140130.0,20140130.0,13,1,127,0
869,1320,20130920,Male,19691128,46,Greater than 45,Other,0,1,0,0,0,-1.0,20130919.0,20130924.0,20130919.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130920,Risk of Violence,1,Low,20130920,20131204.0,20131205.0,0,4,75,0
870,1321,20130102,Male,19670731,48,Greater than 45,African-American,0,1,0,0,5,,,,20121224.0,,9.0,M,1,(M1),,20140126.0,,,,0,,Risk of Recidivism,1,Low,20130102,Risk of Violence,2,Low,20130102,,,5,0,389,1
871,1323,20130306,Female,19851202,30,25 - 45,African-American,0,3,0,0,4,-5.0,20130301.0,20130302.0,20130301.0,,5.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130306,Risk of Violence,3,Low,20130306,20130314.0,20130315.0,4,0,8,0
872,1324,20130410,Male,19760416,40,25 - 45,Caucasian,0,2,0,0,0,0.0,20130410.0,20130502.0,20130410.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130410,Risk of Violence,1,Low,20130410,20130410.0,20130502.0,0,22,1087,0
873,1325,20140117,Female,19640419,52,Greater than 45,African-American,0,1,0,0,0,-1.0,20140116.0,20140118.0,20140116.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140117,Risk of Violence,1,Low,20140117,20140116.0,20140118.0,0,1,805,0
874,1326,20130131,Male,19920909,23,Less than 25,African-American,1,9,0,1,3,-1.0,20130130.0,20130305.0,20130130.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,9,High,20130131,Risk of Violence,10,High,20130131,20151013.0,20151207.0,3,33,985,0
875,1328,20130909,Female,19890907,26,25 - 45,African-American,0,2,0,0,1,-1.0,20130908.0,20130909.0,20130908.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130909,Risk of Violence,2,Low,20130909,20130908.0,20130909.0,1,0,935,0
876,1329,20130828,Male,19940329,22,Less than 25,Caucasian,0,8,1,0,1,-1.0,20130827.0,20130916.0,20130827.0,,1.0,F,1,(M1),0.0,20150519.0,20150519.0,20151113.0,,0,,Risk of Recidivism,8,High,20130828,Risk of Violence,6,Medium,20130828,20131115.0,20131126.0,1,19,79,0
877,1330,20130127,Male,19730423,42,25 - 45,Caucasian,0,4,0,0,3,0.0,20130127.0,20130128.0,20130127.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20130127,Risk of Violence,2,Low,20130127,20151123.0,20151130.0,3,1,1030,0
878,1331,20130423,Male,19920713,23,Less than 25,African-American,0,10,3,1,6,-1.0,20130422.0,20130905.0,20130422.0,,1.0,F,1,(F3),0.0,20160119.0,20160119.0,20160121.0,,0,,Risk of Recidivism,10,High,20130423,Risk of Violence,6,Medium,20130423,20160119.0,20160121.0,6,666,1001,1
879,1332,20140124,Male,19821101,33,25 - 45,Other,0,3,0,0,4,-1.0,20140123.0,20140125.0,20140123.0,,1.0,F,1,(F3),0.0,20140323.0,20140323.0,20140323.0,,0,,Risk of Recidivism,3,Low,20140124,Risk of Violence,2,Low,20140124,20140323.0,20140323.0,4,1,58,0
880,1334,20140114,Male,19870620,28,25 - 45,African-American,0,3,0,0,1,-1.0,20140113.0,20140115.0,,20140113.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20140114,Risk of Violence,2,Low,20140114,20140113.0,20140115.0,1,1,808,0
881,1335,20130226,Female,19790314,37,25 - 45,Caucasian,0,4,0,0,4,,,,20120925.0,,154.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130226,Risk of Violence,2,Low,20130226,,,4,0,1130,0
882,1336,20130316,Male,19650726,50,Greater than 45,Caucasian,0,1,0,0,1,-1.0,20130315.0,20130316.0,20101120.0,,847.0,F,1,(M2),,20150401.0,,,,0,,Risk of Recidivism,1,Low,20130316,Risk of Violence,1,Low,20130316,20130315.0,20130316.0,1,0,746,1
883,1341,20131025,Male,19780117,38,25 - 45,Native American,0,10,0,1,25,-172.0,20130506.0,20130514.0,20130506.0,,172.0,M,1,(F3),1.0,20141214.0,20141215.0,20141220.0,,0,,Risk of Recidivism,10,High,20131025,Risk of Violence,7,Medium,20131025,20141229.0,20150106.0,25,0,415,1
884,1342,20140301,Male,19831201,32,25 - 45,African-American,0,7,0,0,1,-1.0,20140228.0,20140301.0,,20140228.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20140301,Risk of Violence,2,Low,20140301,20140228.0,20140301.0,1,0,762,0
885,1343,20140223,Male,19920202,24,Less than 25,Hispanic,0,6,0,0,3,-1.0,20140222.0,20140531.0,20140222.0,,1.0,F,1,(M2),0.0,20150621.0,20150621.0,20150709.0,,0,,Risk of Recidivism,6,Medium,20140223,Risk of Violence,6,Medium,20140223,20150621.0,20150709.0,3,97,483,1
886,1344,20140129,Male,19640511,51,Greater than 45,African-American,0,2,0,0,3,-1.0,20140128.0,20140129.0,20140128.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20140129,Risk of Violence,1,Low,20140129,20140128.0,20140129.0,3,0,793,0
887,1345,20140801,Male,19960603,19,Less than 25,Caucasian,0,4,0,0,1,-1.0,20140731.0,20140801.0,20140731.0,,1.0,M,1,(F3),1.0,20141023.0,20141024.0,20141024.0,,0,,Risk of Recidivism,4,Low,20140801,Risk of Violence,7,Medium,20140801,20160304.0,20160305.0,1,0,83,1
888,1346,20131022,Male,19831113,32,25 - 45,African-American,0,5,0,0,4,0.0,20131022.0,20140207.0,,20131022.0,0.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20131022,Risk of Violence,2,Low,20131022,20131022.0,20140207.0,4,108,892,0
889,1347,20130802,Female,19840913,31,25 - 45,Caucasian,0,3,0,0,1,-22.0,20130711.0,20130711.0,20130710.0,,23.0,F,1,(M1),0.0,20131013.0,20131013.0,20131013.0,,0,,Risk of Recidivism,3,Low,20130802,Risk of Violence,3,Low,20130802,20131013.0,20131013.0,1,0,72,0
890,1348,20130814,Female,19860504,29,25 - 45,African-American,0,5,0,0,1,7.0,20130821.0,20140217.0,,20130321.0,146.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130814,Risk of Violence,4,Low,20130814,20130821.0,20140217.0,1,0,7,0
891,1349,20130921,Male,19720430,43,25 - 45,Hispanic,0,1,0,0,0,-1.0,20130920.0,20130921.0,20130920.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130921,Risk of Violence,1,Low,20130921,20130920.0,20130921.0,0,0,923,0
892,1351,20130130,Male,19891228,26,25 - 45,African-American,0,7,0,0,9,-1.0,20130129.0,20130209.0,20130129.0,,1.0,F,1,(M1),1.0,20130728.0,20130729.0,20130917.0,,1,(M1),Risk of Recidivism,7,Medium,20130130,Risk of Violence,7,Medium,20130130,20130430.0,20130514.0,9,10,90,0
893,1352,20130205,Male,19890211,27,25 - 45,Caucasian,0,10,0,0,0,-1.0,20130204.0,20130304.0,20130204.0,,1.0,F,1,(F1),0.0,20131007.0,20131007.0,20140327.0,,0,,Risk of Recidivism,10,High,20130205,Risk of Violence,5,Medium,20130205,20131007.0,20140327.0,0,27,244,1
894,1353,20141202,Male,19630624,52,Greater than 45,Caucasian,0,1,0,0,1,-1.0,20141201.0,20141204.0,20141201.0,,1.0,F,1,(F3),0.0,20150104.0,20150104.0,20150220.0,,0,,Risk of Recidivism,1,Low,20141202,Risk of Violence,1,Low,20141202,20150104.0,20150220.0,1,2,33,1
895,1354,20140303,Male,19890211,27,25 - 45,Hispanic,0,1,0,0,1,-1.0,20140302.0,20140303.0,20110204.0,,1123.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140303,Risk of Violence,2,Low,20140303,20140302.0,20140303.0,1,0,760,0
896,1356,20130513,Female,19580728,57,Greater than 45,Hispanic,0,2,0,0,1,-1.0,20130512.0,20130513.0,20130505.0,,8.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130513,Risk of Violence,1,Low,20130513,20130512.0,20130513.0,1,0,1054,0
897,1358,20130217,Male,19880102,28,25 - 45,African-American,0,6,0,0,3,-1.0,20130216.0,20130218.0,,20130216.0,1.0,M,1,(F2),0.0,20130224.0,20130224.0,20130424.0,,0,,Risk of Recidivism,6,Medium,20130217,Risk of Violence,3,Low,20130217,20130224.0,20130424.0,3,1,7,1
898,1360,20131119,Male,19830720,32,25 - 45,African-American,0,1,0,0,3,-1.0,20131118.0,20131121.0,20131118.0,,1.0,F,1,(M2),,20140610.0,,,,1,(F3),Risk of Recidivism,1,Low,20131119,Risk of Violence,2,Low,20131119,20131118.0,20131121.0,3,2,203,1
899,1361,20130516,Male,19880807,27,25 - 45,African-American,0,3,0,0,5,0.0,20130516.0,20130516.0,20130504.0,,12.0,M,1,(M2),89.0,20140113.0,20140412.0,20140413.0,,0,,Risk of Recidivism,3,Low,20130516,Risk of Violence,2,Low,20130516,20160314.0,20160322.0,5,0,242,1
900,1363,20131005,Male,19710319,45,Greater than 45,Hispanic,0,1,0,0,0,-1.0,20131004.0,20131007.0,20131004.0,,1.0,M,1,(M2),,20140121.0,,,,0,,Risk of Recidivism,1,Low,20131005,Risk of Violence,1,Low,20131005,20131004.0,20131007.0,0,2,108,1
901,1366,20131119,Female,19731030,42,25 - 45,Caucasian,0,1,0,0,0,0.0,20131119.0,20131119.0,20131119.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20131119,Risk of Violence,1,Low,20131119,20131119.0,20131119.0,0,0,864,0
902,1367,20140302,Male,19830413,33,25 - 45,African-American,0,2,0,0,0,-1.0,20140301.0,20140302.0,20140301.0,,1.0,F,1,(F3),0.0,20150304.0,20150304.0,20150305.0,,0,,Risk of Recidivism,2,Low,20140302,Risk of Violence,1,Low,20140302,20150304.0,20150305.0,0,0,367,1
903,1368,20130703,Male,19890731,26,25 - 45,Caucasian,0,4,0,0,4,-52.0,20130512.0,20130531.0,20130512.0,,52.0,M,1,(M1),0.0,20150823.0,20150823.0,20150825.0,,1,(F2),Risk of Recidivism,4,Low,20130703,Risk of Violence,4,Low,20130703,20150823.0,20150825.0,4,0,781,1
904,1369,20140130,Female,19871209,28,25 - 45,Caucasian,0,4,0,1,3,-1.0,20140129.0,20140315.0,20140129.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140130,Risk of Violence,3,Low,20140130,20140129.0,20140315.0,3,44,792,0
905,1370,20131209,Female,19630113,53,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20131208.0,20131209.0,20131208.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20131209,Risk of Violence,1,Low,20131209,20131208.0,20131209.0,0,0,844,0
906,1372,20130413,Male,19920119,24,Less than 25,Caucasian,0,2,0,0,0,-1.0,20130412.0,20130413.0,20130412.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130413,Risk of Violence,3,Low,20130413,20130412.0,20130413.0,0,0,1084,0
907,1375,20130205,Male,19870507,28,25 - 45,Hispanic,0,2,0,0,1,-9.0,20130127.0,20130205.0,20130127.0,,9.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130205,Risk of Violence,2,Low,20130205,20130127.0,20130205.0,1,0,1151,0
908,1376,20131207,Male,19870926,28,25 - 45,Hispanic,0,5,0,0,1,-1.0,20131206.0,20131208.0,20131206.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20131207,Risk of Violence,4,Low,20131207,20140130.0,20140131.0,1,1,54,0
909,1377,20130203,Male,19770110,39,25 - 45,African-American,0,7,0,1,6,-1.0,20130202.0,20130310.0,20130202.0,,1.0,M,1,(F3),0.0,20130501.0,20130501.0,20140814.0,,0,,Risk of Recidivism,7,Medium,20130203,Risk of Violence,4,Low,20130203,20130501.0,20140814.0,6,35,87,1
910,1379,20131207,Male,19931221,22,Less than 25,African-American,0,7,0,0,1,0.0,20131207.0,20131207.0,20131206.0,,1.0,F,1,(M1),144.0,20131227.0,20140520.0,20140603.0,,0,,Risk of Recidivism,7,Medium,20131207,Risk of Violence,6,Medium,20131207,20150904.0,20151101.0,1,0,20,1
911,1380,20130122,Male,19690614,46,Greater than 45,African-American,0,2,0,0,2,0.0,20130122.0,20130131.0,20130122.0,,0.0,F,1,(F2),1.0,20130423.0,20130424.0,20130518.0,,0,,Risk of Recidivism,2,Low,20130122,Risk of Violence,2,Low,20130122,20130122.0,20130131.0,2,9,91,1
912,1382,20131206,Male,19910308,25,25 - 45,African-American,0,2,0,0,0,0.0,20131206.0,20131207.0,20131206.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20131206,Risk of Violence,4,Low,20131206,20131206.0,20131207.0,0,1,847,0
913,1384,20130822,Male,19631004,52,Greater than 45,Caucasian,0,5,0,0,1,-5.0,20130817.0,20130821.0,,20001013.0,4696.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130822,Risk of Violence,3,Low,20130822,20130817.0,20130821.0,1,0,953,0
914,1385,20131120,Male,19880322,28,25 - 45,African-American,0,2,0,0,4,-1.0,20131119.0,20131120.0,20131119.0,,1.0,M,1,(M1),4.0,20131210.0,20131214.0,20140623.0,,1,(M1),Risk of Recidivism,2,Low,20131120,Risk of Violence,3,Low,20131120,20131214.0,20140623.0,4,0,20,1
915,1388,20130222,Female,19590131,57,Greater than 45,Caucasian,0,1,0,0,1,-4.0,20130218.0,20130220.0,20130218.0,,4.0,F,1,(M2),,20140502.0,,,,0,,Risk of Recidivism,1,Low,20130222,Risk of Violence,1,Low,20130222,20130218.0,20130220.0,1,0,434,1
916,1393,20140113,Male,19670305,49,Greater than 45,African-American,0,1,0,0,3,-1.0,20140112.0,20140113.0,,20140112.0,1.0,F,1,(F3),,20141010.0,,,,0,,Risk of Recidivism,1,Low,20140113,Risk of Violence,1,Low,20140113,20140112.0,20140113.0,3,0,270,1
917,1395,20140804,Male,19940421,21,Less than 25,African-American,0,9,0,0,2,-1.0,20140803.0,20140804.0,20140803.0,,1.0,F,1,(F3),0.0,20140922.0,20140922.0,20141011.0,,1,(F3),Risk of Recidivism,9,High,20140804,Risk of Violence,6,Medium,20140804,20140922.0,20141011.0,2,0,49,1
918,1396,20140211,Male,19831111,32,25 - 45,African-American,0,10,0,0,19,-1.0,20140210.0,20140225.0,20140210.0,,1.0,F,1,(F3),,20140701.0,,,,1,(F3),Risk of Recidivism,10,High,20140211,Risk of Violence,10,High,20140211,20140210.0,20140225.0,19,14,140,1
919,1397,20130312,Male,19520608,63,Greater than 45,African-American,0,9,0,0,3,-1.0,20130311.0,20131017.0,20061122.0,,2302.0,M,0,,,,,,,0,,Risk of Recidivism,9,High,20130312,Risk of Violence,1,Low,20130312,20130311.0,20131017.0,3,219,1116,0
920,1399,20130122,Male,19861121,29,25 - 45,Caucasian,0,3,0,0,2,0.0,20130122.0,20130124.0,20130121.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130122,Risk of Violence,3,Low,20130122,20130122.0,20130124.0,2,2,1165,0
921,1402,20130921,Male,19691006,46,Greater than 45,African-American,0,1,0,0,0,0.0,20130921.0,20130922.0,20130921.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130921,Risk of Violence,1,Low,20130921,20130921.0,20130922.0,0,1,923,0
922,1403,20131011,Male,19930210,23,Less than 25,African-American,0,10,0,0,5,-45.0,20130827.0,20131011.0,,20130827.0,45.0,F,1,(M1),0.0,20131213.0,20131213.0,20140115.0,,1,(M1),Risk of Recidivism,10,High,20131011,Risk of Violence,8,High,20131011,20131213.0,20140115.0,5,0,63,1
923,1408,20140206,Male,19880115,28,25 - 45,African-American,0,7,0,0,10,-1.0,20140205.0,20140206.0,20140205.0,,1.0,M,1,(M2),85.0,20140415.0,20140709.0,20140718.0,,0,,Risk of Recidivism,7,Medium,20140206,Risk of Violence,5,Medium,20140206,20140915.0,20140924.0,10,0,68,1
924,1410,20131104,Male,19880604,27,25 - 45,African-American,0,2,0,0,1,-3.0,20131101.0,20131104.0,,20131101.0,3.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20131104,Risk of Violence,3,Low,20131104,20150617.0,20150624.0,1,0,590,0
925,1411,20140217,Female,19460522,69,Greater than 45,Hispanic,0,1,0,0,0,0.0,20140217.0,20140217.0,20140216.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140217,Risk of Violence,1,Low,20140217,20140217.0,20140217.0,0,0,774,0
926,1412,20140331,Male,19690326,47,Greater than 45,Hispanic,0,1,0,0,0,-1.0,20140330.0,20140331.0,20140330.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140331,Risk of Violence,1,Low,20140331,20140330.0,20140331.0,0,0,732,0
927,1418,20130515,Male,19700518,45,Greater than 45,Hispanic,0,3,0,0,1,-1.0,20130514.0,20130919.0,20130514.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130515,Risk of Violence,3,Low,20130515,20130514.0,20130919.0,1,127,1052,0
928,1419,20140124,Female,19821222,33,25 - 45,Caucasian,0,1,0,0,1,0.0,20140124.0,20140124.0,20140124.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140124,Risk of Violence,1,Low,20140124,20140124.0,20140124.0,1,0,798,0
929,1422,20140311,Female,19881011,27,25 - 45,Hispanic,0,2,0,0,0,0.0,20140311.0,20140312.0,20140311.0,,0.0,M,1,(M2),,20150218.0,,,,0,,Risk of Recidivism,2,Low,20140311,Risk of Violence,2,Low,20140311,20140311.0,20140312.0,0,1,344,1
930,1424,20130702,Male,19680830,47,Greater than 45,Caucasian,0,5,0,0,4,-58.0,20130505.0,20130606.0,20130504.0,,59.0,F,1,(F2),0.0,20150311.0,20150311.0,20150413.0,,0,,Risk of Recidivism,5,Medium,20130702,Risk of Violence,6,Medium,20130702,20150311.0,20150413.0,4,0,617,1
931,1427,20130510,Male,19830509,32,25 - 45,African-American,0,9,0,0,14,-1.0,20130509.0,20130511.0,20130509.0,,1.0,F,1,(M1),0.0,20140809.0,20140809.0,20140810.0,,1,(F2),Risk of Recidivism,9,High,20130510,Risk of Violence,6,Medium,20130510,20140627.0,20140701.0,14,1,413,0
932,1428,20130521,Male,19910421,24,Less than 25,African-American,0,7,0,0,2,-1.0,20130520.0,20130521.0,20130520.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130521,Risk of Violence,5,Medium,20130521,20140403.0,20140404.0,2,0,317,0
933,1429,20141031,Male,19890628,26,25 - 45,African-American,0,10,0,0,5,-1.0,20141030.0,20141102.0,20141030.0,,1.0,F,1,(M2),,20150117.0,,,,0,,Risk of Recidivism,10,High,20141031,Risk of Violence,8,High,20141031,20141030.0,20141102.0,5,2,78,1
934,1430,20131007,Male,19690125,47,Greater than 45,Hispanic,0,4,0,0,0,-4.0,20131003.0,20131004.0,20131003.0,,4.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20131007,Risk of Violence,1,Low,20131007,20131003.0,20131004.0,0,0,907,0
