@relation none
@attribute in_sf real
@attribute beds real
@attribute bath real
@attribute price real
@attribute year_built real
@attribute sqft real
@attribute price_per_sqft real
@attribute elevation real
@data
1.0,4.0,4.0,1595000.0,1925.0,2750.0,580.0,81.0
1.0,2.0,1.0,699000.0,1907.0,1200.0,583.0,14.0
1.0,2.0,1.0,799000.0,1938.0,1150.0,695.0,36.0
1.0,4.0,2.5,995000.0,1915.0,2180.0,456.0,62.0
1.0,2.0,1.0,829000.0,1925.0,1145.0,724.0,71.0
1.0,2.0,1.0,875000.0,1908.0,1158.0,756.0,84.0
1.0,5.0,3.0,950000.0,1939.0,1846.0,515.0,97.0
1.0,2.0,1.0,749000.0,1936.0,1450.0,517.0,110.0
1.0,2.0,1.0,749000.0,1936.0,1450.0,517.0,110.0
1.0,6.0,6.5,9500000.0,1937.0,5420.0,1753.0,3.0
1.0,4.0,3.0,3595000.0,1931.0,3017.0,1192.0,9.0
1.0,2.0,1.5,1425000.0,1925.0,1360.0,1048.0,14.0
1.0,1.0,1.0,865000.0,1993.0,960.0,901.0,17.0
1.0,2.0,2.5,2495000.0,1940.0,1809.0,1379.0,48.0
1.0,2.0,2.0,2000000.0,1925.0,1518.0,1318.0,50.0
1.0,4.0,3.5,9895000.0,2008.0,6024.0,1643.0,62.0
1.0,3.0,2.0,358000.0,1989.0,1325.0,270.0,5.0
1.0,3.0,2.5,899000.0,2015.0,1391.0,646.0,5.0
1.0,3.0,2.5,929000.0,2015.0,1391.0,668.0,5.0
1.0,4.0,4.0,850000.0,1928.0,2470.0,344.0,8.0
1.0,2.0,1.0,648000.0,1921.0,1125.0,576.0,11.0
1.0,2.0,1.0,480000.0,1915.0,680.0,706.0,13.0
1.0,1.0,1.0,499000.0,1900.0,1076.0,464.0,19.0
1.0,4.0,2.0,689000.0,1951.0,1473.0,468.0,21.0
1.0,2.0,2.0,669000.0,1986.0,1317.0,508.0,23.0
1.0,2.0,1.5,729000.0,1942.0,1012.0,720.0,27.0
1.0,2.0,2.0,767000.0,1916.0,1380.0,556.0,31.0
1.0,3.0,1.0,660000.0,1900.0,1520.0,434.0,35.0
1.0,2.0,1.0,995000.0,1908.0,600.0,1658.0,36.0
1.0,2.0,1.0,759900.0,1941.0,1175.0,647.0,43.0
1.0,6.0,3.5,995000.0,2001.0,3080.0,323.0,55.0
1.0,2.0,1.0,725000.0,1945.0,1040.0,697.0,60.0
1.0,4.0,3.0,3420000.0,1926.0,5113.0,669.0,98.0
1.0,3.0,2.0,1650000.0,1922.0,2025.0,815.0,106.0
1.0,3.0,3.5,2250000.0,1928.0,3258.0,691.0,127.0
1.0,3.0,1.0,1319000.0,1925.0,1752.0,753.0,141.0
1.0,5.0,3.5,1698000.0,1966.0,2769.0,613.0,176.0
1.0,3.0,2.0,1049000.0,1947.0,1626.0,645.0,179.0
1.0,2.0,2.0,599000.0,1990.0,862.0,695.0,181.0
1.0,5.0,3.5,2995000.0,1947.0,3890.0,770.0,181.0
1.0,3.0,2.0,995000.0,1956.0,1305.0,762.0,216.0
1.0,1.0,1.0,350000.0,1908.0,600.0,583.0,43.0
1.0,2.0,1.0,550000.0,1908.0,800.0,688.0,43.0
1.0,4.0,4.0,3760000.0,1900.0,3085.0,1219.0,49.0
1.0,3.0,2.0,1050000.0,1922.0,1266.0,829.0,52.0
1.0,2.0,2.0,1895000.0,1907.0,1756.0,1079.0,54.0
1.0,1.0,1.0,599000.0,1961.0,680.0,881.0,56.0
1.0,4.0,3.0,1895000.0,2001.0,2041.0,928.0,61.0
1.0,3.0,2.0,1799000.0,1926.0,1800.0,999.0,66.0
1.0,2.0,1.0,600000.0,1908.0,1350.0,444.0,92.0
1.0,2.0,1.0,1495000.0,1908.0,1700.0,879.0,98.0
1.0,3.0,2.0,1595000.0,1961.0,1515.0,1053.0,103.0
1.0,3.0,2.0,849000.0,1947.0,1622.0,523.0,106.0
1.0,4.0,3.5,1995000.0,1992.0,3312.0,602.0,108.0
1.0,3.0,2.0,1495000.0,1937.0,1635.0,914.0,112.0
1.0,3.0,3.5,2195000.0,1922.0,2168.0,1012.0,125.0
1.0,4.0,2.0,1798000.0,1951.0,2050.0,877.0,131.0
1.0,2.0,2.0,849000.0,1978.0,1555.0,546.0,139.0
1.0,3.0,2.0,1159000.0,1977.0,1731.0,670.0,143.0
1.0,3.0,2.5,995000.0,1976.0,1959.0,508.0,163.0
1.0,4.0,3.0,1388000.0,1968.0,2275.0,610.0,163.0
1.0,5.0,3.5,2250000.0,1962.0,3729.0,603.0,174.0
1.0,3.0,2.0,1080000.0,1989.0,1524.0,709.0,185.0
1.0,3.0,2.5,1095000.0,1968.0,1868.0,586.0,187.0
1.0,2.0,1.0,599000.0,1972.0,990.0,605.0,189.0
1.0,2.0,1.0,915000.0,1954.0,1251.0,731.0,24.0
1.0,2.0,1.0,915000.0,1954.0,1251.0,731.0,24.0
1.0,3.0,2.0,725000.0,1975.0,1474.0,492.0,34.0
1.0,3.0,2.5,1588000.0,2015.0,2001.0,794.0,43.0
1.0,2.0,1.0,795000.0,1941.0,1256.0,633.0,63.0
1.0,2.0,1.0,795000.0,1941.0,1256.0,633.0,63.0
1.0,4.0,2.0,848000.0,1949.0,1646.0,515.0,69.0
1.0,1.0,1.0,439000.0,2002.0,667.0,658.0,80.0
1.0,3.0,2.0,849900.0,1958.0,1310.0,649.0,118.0
1.0,2.0,1.0,599000.0,1941.0,1254.0,478.0,123.0
1.0,3.0,2.5,1539514.0,2014.0,2024.0,761.0,136.0
1.0,3.0,2.5,1339000.0,2015.0,2133.0,628.0,143.0
1.0,3.0,2.5,1294000.0,2015.0,2133.0,607.0,143.0
1.0,3.0,2.5,1611000.0,2015.0,2001.0,805.0,153.0
1.0,2.0,2.0,1495000.0,1913.0,1174.0,1273.0,35.0
1.0,1.0,1.0,699000.0,1908.0,750.0,932.0,36.0
1.0,2.0,2.5,3495000.0,1900.0,1968.0,1776.0,76.0
1.0,4.0,2.0,699000.0,1949.0,1550.0,451.0,11.0
1.0,2.0,1.0,699000.0,1949.0,1050.0,666.0,64.0
1.0,3.0,3.0,888000.0,1975.0,1555.0,571.0,79.0
1.0,1.0,1.0,599000.0,1945.0,631.0,949.0,84.0
1.0,3.0,3.0,758000.0,1989.0,2157.0,351.0,90.0
1.0,2.0,2.0,1698000.0,2008.0,1620.0,1048.0,1.0
1.0,2.0,2.0,1698000.0,2008.0,1620.0,1048.0,1.0
1.0,1.0,1.0,849000.0,2012.0,886.0,958.0,2.0
1.0,2.0,2.0,1675000.0,2012.0,1562.0,1072.0,2.0
1.0,2.0,2.0,1695000.0,2007.0,1610.0,1053.0,2.0
1.0,3.0,2.0,2219000.0,2012.0,1921.0,1155.0,13.0
1.0,1.0,1.0,788000.0,2004.0,903.0,873.0,4.0
1.0,2.0,2.0,1950000.0,1995.0,1930.0,1010.0,4.0
1.0,0.0,1.0,539000.0,2000.0,709.0,760.0,5.0
1.0,2.0,2.0,849000.0,1982.0,1030.0,824.0,24.0
1.0,2.0,2.5,2495000.0,1940.0,1809.0,1379.0,48.0
1.0,4.0,4.0,3760000.0,1894.0,3085.0,1219.0,49.0
1.0,3.0,2.0,1799000.0,1926.0,1800.0,999.0,66.0
1.0,5.0,2.5,1800000.0,1890.0,3073.0,586.0,76.0
1.0,2.0,1.0,695000.0,1923.0,1045.0,665.0,106.0
1.0,3.0,2.0,1650000.0,1922.0,1483.0,1113.0,106.0
1.0,1.0,1.0,649000.0,1983.0,850.0,764.0,163.0
1.0,3.0,2.0,995000.0,1956.0,1305.0,762.0,216.0

@attribute class {'10','0','9','12','4','5','3','2','6','8','11','7','18','19','22','13','14','16','17','20','21','23','24','25','15','27','36','26','30','32','29','35','51','39','73','33','1','163','41','53','59','60','66','72','83','54','56','62','68','69','77','87','31','38','55','75','84','34','44','48','52','61','74','81','94','95','102','108','136','139','140','143','50','89','105','238','46','70','91','42','79','97','119','160','227','65','67','86','88','121','57','58','49','71','110','43','98','106','127','141','176','179','181','216','92','103','112','125','131','174','185','187','189','63','80','118','123','153','76','64','90'}
