@relation none
@attribute id integer
@attribute compas_screening_date integer
@attribute sex string
@attribute dob integer
@attribute age integer
@attribute age_cat string
@attribute race string
@attribute juv_fel_count integer
@attribute decile_score integer
@attribute juv_misd_count integer
@attribute juv_other_count integer
@attribute priors_count integer
@attribute days_b_screening_arrest real
@attribute c_jail_in real
@attribute c_jail_out real
@attribute c_offense_date real
@attribute c_arrest_date real
@attribute c_days_from_compas real
@attribute c_charge_degree string
@attribute c_charge_desc string
@attribute is_recid integer
@attribute r_charge_degree string
@attribute r_days_from_arrest real
@attribute r_offense_date real
@attribute r_charge_desc string
@attribute r_jail_in real
@attribute r_jail_out real
@attribute violent_recid real
@attribute is_violent_recid integer
@attribute vr_charge_degree string
@attribute type_of_assessment string
@attribute decile_score.1 integer
@attribute score_text string
@attribute screening_date integer
@attribute v_type_of_assessment string
@attribute v_decile_score integer
@attribute v_score_text string
@attribute v_screening_date integer
@attribute in_custody real
@attribute out_custody real
@attribute priors_count.1 integer
@attribute start integer
@attribute end integer
@attribute event integer
@attribute two_year_recid string
@data
2301,20130926,'Male',19930403,23,'Less than 25','African-American',0,9,3,0,5,3.304763283625308,20133664.740987405,20134070.9431012,20130926.0,20129338.55233069,0.0,'F','Burglary Structure Unoccup',1,'(M2)',20.269430051813472,20131211.0,'Operating W/O Valid License',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20130926,'Risk of Violence',9,'High',20130926,20136526.64402408,20137681.66408713,5,0,76,1,'1'
2303,20140110,'Female',19750411,41,'25 - 45','Caucasian',0,1,0,0,0,-1.0,20140109.0,20140110.0,20140109.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140110,'Risk of Violence',1,'Low',20140110,20140109.0,20140110.0,0,0,812,0,'0'
2306,20130516,'Male',19590815,56,'Greater than 45','Caucasian',0,1,0,0,1,-1.0,20130515.0,20130517.0,20130515.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130516,'Risk of Violence',1,'Low',20130516,20130515.0,20130517.0,1,1,1051,0,'0'
2307,20130503,'Male',19610118,55,'Greater than 45','Caucasian',0,7,0,0,11,-1.0,20130502.0,20130628.0,20132323.86044592,20120530.0,338.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130503,'Risk of Violence',3,'Low',20130503,20131001.0,20131019.0,11,56,151,0,'0'
2309,20130611,'Female',19920622,23,'Less than 25','Hispanic',0,6,0,0,0,-2.0,20130609.0,20130611.0,20130608.0,20129338.55233069,3.0,'F','Possession of Cocaine',1,'(M2)',0.0,20130726.0,'Procure For Prostitution',20130726.0,20130822.0,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130611,'Risk of Violence',5,'Medium',20130611,20130726.0,20130822.0,0,0,45,1,'1'
2310,20130824,'Male',19870517,28,'25 - 45','African-American',0,2,0,0,3,-1.0,20130823.0,20130824.0,20130823.0,20129338.55233069,1.0,'F','Poss3,4 Methylenedioxymethcath',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130824,'Risk of Violence',2,'Low',20130824,20130823.0,20130824.0,3,0,951,0,'0'
2311,20130502,'Male',19850303,31,'25 - 45','Other',0,2,0,0,2,-1.0,20130501.0,20130514.0,20132323.86044592,20130501.0,1.0,'F','arrest case no charge',1,'(M1)',140.0,20140307.0,'Viol Injunct Domestic Violence',20140725.0,20140729.0,nan,1,'(F2)','Risk of Recidivism',2,'Low',20130502,'Risk of Violence',4,'Low',20130502,20130501.0,20130514.0,2,12,309,1,'1'
2314,20130517,'Male',19590919,56,'Greater than 45','African-American',0,2,0,0,3,-49.0,20130329.0,20130517.0,20130329.0,20129338.55233069,49.0,'M','Petit Theft',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130517,'Risk of Violence',1,'Low',20130517,20130714.0,20130805.0,3,0,58,0,'0'
2316,20130415,'Male',19630317,53,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20130414.0,20130415.0,20130414.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130415,'Risk of Violence',1,'Low',20130415,20130414.0,20130415.0,0,0,1082,0,'0'
2317,20141115,'Male',19880426,27,'25 - 45','African-American',0,5,0,0,6,-1.0,20141114.0,20141124.0,20141114.0,20129338.55233069,1.0,'F','Possession Of Methamphetamine',1,'(F3)',0.0,20150916.0,'Burglary Conveyance Unoccup',20150916.0,20151121.0,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20141115,'Risk of Violence',4,'Low',20141115,20150916.0,20151121.0,6,9,305,1,'1'
2318,20131231,'Male',19930726,22,'Less than 25','Caucasian',0,5,0,0,0,-1.0,20131230.0,20131231.0,20131230.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M1)',0.0,20140225.0,'Petit Theft $100- $300',20140225.0,20140226.0,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20131231,'Risk of Violence',6,'Medium',20131231,20140225.0,20140226.0,0,0,56,1,'1'
2320,20140130,'Female',19930508,22,'Less than 25','African-American',0,4,0,1,0,-1.0,20140129.0,20140130.0,20140129.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M2)',0.0,20150119.0,'Fail Register Vehicle',20150119.0,20150120.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20140130,'Risk of Violence',4,'Low',20140130,20150119.0,20150120.0,0,0,354,1,'1'
2321,20130302,'Male',19821119,33,'25 - 45','African-American',0,6,0,0,7,-1.0,20130301.0,20130303.0,20130301.0,20129338.55233069,1.0,'M','Viol Prot Injunc Repeat Viol',1,'(F3)',0.0,20140530.0,'Felony Battery w/Prior Convict',20140530.0,20140531.0,nan,1,'(M1)','Risk of Recidivism',6,'Medium',20130302,'Risk of Violence',7,'Medium',20130302,20131212.0,20140421.0,7,1,285,0,'1'
2322,20130426,'Male',19820116,34,'25 - 45','African-American',0,7,0,0,15,-6.0,20130420.0,20130426.0,20132323.86044592,20130420.0,6.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130426,'Risk of Violence',7,'Medium',20130426,20131212.0,20131216.0,15,0,230,0,'0'
2324,20131101,'Male',19930630,22,'Less than 25','Hispanic',0,3,0,0,0,0.0,20131101.0,20131102.0,20131101.0,20129338.55233069,0.0,'M','Battery',1,'(M1)',20.269430051813472,20140724.0,'Petit Theft $100- $300',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20131101,'Risk of Violence',5,'Medium',20131101,20131101.0,20131102.0,0,1,265,1,'1'
2326,20130115,'Male',19831115,32,'25 - 45','African-American',0,8,0,0,12,-1.0,20130114.0,20130115.0,20130114.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(F3)',0.0,20160112.0,'Driving License Suspended',20160112.0,20160113.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130115,'Risk of Violence',6,'Medium',20130115,20160112.0,20160113.0,12,0,1092,1,'0'
2327,20130529,'Male',19681202,47,'Greater than 45','African-American',4,9,0,1,14,-1.0,20130528.0,20130529.0,20130528.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F3)',0.0,20140331.0,'Felony Petit Theft',20140331.0,20140717.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130529,'Risk of Violence',4,'Low',20130529,20140331.0,20140717.0,14,0,306,1,'1'
2328,20130110,'Male',19911201,24,'Less than 25','Asian',0,2,0,0,0,0.0,20130110.0,20130110.0,20130109.0,20129338.55233069,1.0,'M','DUI Level 0.15 Or Minor In Veh',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130110,'Risk of Violence',3,'Low',20130110,20130110.0,20130110.0,0,0,1177,0,'0'
2329,20130922,'Male',19900809,25,'25 - 45','African-American',0,10,4,4,14,-1.0,20130921.0,20131213.0,20130921.0,20129338.55233069,1.0,'F','Grand Theft (Motor Vehicle)',1,'(F3)',0.0,20141010.0,'Uttering a Forged Instrument',20141010.0,20150205.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20130922,'Risk of Violence',7,'Medium',20130922,20141010.0,20150205.0,14,82,383,1,'1'
2332,20130430,'Male',19600123,56,'Greater than 45','Caucasian',0,1,0,0,0,0.0,20130430.0,20130430.0,20130429.0,20129338.55233069,1.0,'F','Felony Battery (Dom Strang)',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130430,'Risk of Violence',1,'Low',20130430,20130430.0,20130430.0,0,0,1067,0,'0'
2334,20130107,'Male',19791017,36,'25 - 45','Hispanic',0,4,0,0,1,30.0,20130206.0,20130524.0,20121216.0,20129338.55233069,22.0,'F','Aggravated Battery',1,'(F7)',20.269430051813472,20130206.0,'Armed Kidnapping',20142328.04015544,20143381.623488773,nan,1,'(F7)','Risk of Recidivism',4,'Low',20130107,'Risk of Violence',4,'Low',20130107,20130206.0,20130524.0,1,0,30,1,'1'
2335,20130514,'Male',19880318,28,'25 - 45','African-American',0,6,0,0,4,0.0,20130514.0,20130604.0,20130513.0,20129338.55233069,1.0,'F','Burglary Dwelling Assault/Batt',1,'(M1)',1.0,20130805.0,'Viol Injunct Domestic Violence',20130806.0,20130816.0,nan,1,'(F3)','Risk of Recidivism',6,'Medium',20130514,'Risk of Violence',5,'Medium',20130514,20130514.0,20130604.0,4,21,83,1,'1'
2336,20140621,'Male',19950917,20,'Less than 25','African-American',2,9,0,0,2,-1.0,20140620.0,20140621.0,20140620.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M1)',0.0,20141213.0,'Petit Theft $100- $300',20141213.0,20151117.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20140621,'Risk of Violence',7,'Medium',20140621,20141028.0,20141113.0,2,0,129,0,'1'
2338,20130827,'Male',19570328,59,'Greater than 45','Hispanic',0,1,0,0,0,-2.0,20130825.0,20130826.0,20130825.0,20129338.55233069,2.0,'M','DUI Level 0.15 Or Minor In Veh',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130827,'Risk of Violence',1,'Low',20130827,20130825.0,20130826.0,0,0,948,0,'0'
2339,20140319,'Female',19881119,27,'25 - 45','Caucasian',0,7,0,0,1,3.304763283625308,20133664.740987405,20134070.9431012,20132323.86044592,20130724.0,238.0,'F','arrest case no charge',1,'(M2)',20.269430051813472,20150113.0,'Petit Theft',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140319,'Risk of Violence',3,'Low',20140319,20136526.64402408,20137681.66408713,1,0,300,1,'1'
2342,20131103,'Female',19861130,29,'25 - 45','African-American',0,8,0,0,11,-1.0,20131102.0,20131103.0,20131102.0,20129338.55233069,1.0,'F','Possession of Cocaine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20131103,'Risk of Violence',5,'Medium',20131103,20131102.0,20131103.0,11,0,880,0,'0'
2343,20140319,'Male',19440122,72,'Greater than 45','Caucasian',0,1,0,0,3,-5.0,20140314.0,20140319.0,20132323.86044592,20140314.0,5.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140319,'Risk of Violence',1,'Low',20140319,20140314.0,20140319.0,3,0,744,0,'0'
2344,20130202,'Female',19910626,24,'Less than 25','African-American',0,7,0,0,2,-1.0,20130201.0,20130215.0,20130201.0,20129338.55233069,1.0,'M','Assault',1,'(M2)',26.0,20131022.0,'Fail Register Vehicle',20131117.0,20131118.0,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130202,'Risk of Violence',8,'High',20130202,20130201.0,20130215.0,2,13,262,1,'1'
2349,20130731,'Male',19710312,45,'Greater than 45','African-American',0,9,0,0,3,6.0,20130806.0,20130911.0,20130626.0,20129338.55233069,35.0,'F','Att Burgl Unoccupied Dwel',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20130731,'Risk of Violence',1,'Low',20130731,20130806.0,20130911.0,3,0,6,0,'0'
2350,20140405,'Male',19851030,30,'25 - 45','African-American',0,10,0,0,7,0.0,20140405.0,20140407.0,20140404.0,20129338.55233069,1.0,'M','Assault',1,'(M2)',0.0,20140811.0,'Susp Drivers Lic 1st Offense',20140811.0,20140812.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20140405,'Risk of Violence',10,'High',20140405,20140811.0,20140812.0,7,2,128,1,'1'
2352,20130102,'Male',19701206,45,'Greater than 45','African-American',0,1,0,0,0,-1.0,20130101.0,20130102.0,20130101.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130102,'Risk of Violence',1,'Low',20130102,20130101.0,20130102.0,0,0,1185,0,'0'
2353,20140212,'Male',19680614,47,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20140211.0,20140212.0,20140211.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140212,'Risk of Violence',1,'Low',20140212,20140211.0,20140212.0,0,0,779,0,'0'
2354,20130808,'Male',19920318,24,'Less than 25','African-American',0,3,0,0,0,-1.0,20130807.0,20130817.0,20130807.0,20129338.55233069,1.0,'F','Burgl Dwel/Struct/Convey Armed',1,'(M2)',0.0,20130905.0,'Prowling/Loitering',20130905.0,20131002.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130808,'Risk of Violence',4,'Low',20130808,20130905.0,20131002.0,0,9,28,1,'1'
2355,20140909,'Male',19951216,20,'Less than 25','African-American',0,3,0,0,0,-1.0,20140908.0,20140911.0,20140908.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',0.0,20151104.0,'Operating W/O Valid License',20151104.0,20151105.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140909,'Risk of Violence',6,'Medium',20140909,20151104.0,20151105.0,0,2,421,1,'1'
2356,20140512,'Male',19641112,51,'Greater than 45','Caucasian',0,1,0,0,6,0.0,20140512.0,20140512.0,20132323.86044592,20140512.0,0.0,'F','arrest case no charge',1,'(M2)',0.0,20140515.0,'Petit Theft',20140515.0,20140516.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140512,'Risk of Violence',1,'Low',20140512,20140515.0,20140516.0,6,0,3,1,'1'
2357,20140305,'Male',19820122,34,'25 - 45','African-American',0,3,0,0,2,3.304763283625308,20133664.740987405,20134070.9431012,20131028.0,20129338.55233069,128.0,'M','Ride Tri-Rail Without Paying',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140305,'Risk of Violence',2,'Low',20140305,20070726.0,20080322.0,2,0,758,0,'0'
2360,20130410,'Male',19940302,22,'Less than 25','Hispanic',0,3,0,0,2,102.0,20130721.0,20130722.0,20132323.86044592,20120727.0,257.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130410,'Risk of Violence',6,'Medium',20130410,20130721.0,20130722.0,2,0,102,0,'0'
2361,20130811,'Female',19670106,49,'Greater than 45','Caucasian',0,2,0,0,2,-1.0,20130810.0,20130822.0,20130810.0,20129338.55233069,1.0,'M','Viol Prot Injunc Repeat Viol',1,'(M1)',66.0,20140413.0,'Viol Injunct Domestic Violence',20140618.0,20140619.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130811,'Risk of Violence',1,'Low',20130811,20130810.0,20130822.0,2,11,245,1,'1'
2363,20130912,'Male',19741030,41,'25 - 45','Caucasian',0,1,0,0,5,-1.0,20130911.0,20130912.0,20130911.0,20129338.55233069,1.0,'F','Felony Driving While Lic Suspd',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130912,'Risk of Violence',1,'Low',20130912,20130911.0,20130912.0,5,0,932,0,'0'
2365,20140121,'Male',19660430,49,'Greater than 45','Caucasian',0,3,0,0,1,-16.0,20140105.0,20140118.0,20140104.0,20129338.55233069,17.0,'F','Resist Officer w/Violence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140121,'Risk of Violence',1,'Low',20140121,20140105.0,20140118.0,1,0,801,0,'0'
2366,20131007,'Male',19891127,26,'25 - 45','Hispanic',0,1,0,0,0,-1.0,20131006.0,20131007.0,20131006.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131007,'Risk of Violence',2,'Low',20131007,20131006.0,20131007.0,0,0,907,0,'0'
2367,20131217,'Female',19811106,34,'25 - 45','Caucasian',0,3,0,0,2,-49.0,20131029.0,20131209.0,20131029.0,20129338.55233069,49.0,'F','Uttering a Forged Instrument',1,'(M1)',20.269430051813472,20140208.0,'Petit Theft $100- $300',20142328.04015544,20143381.623488773,nan,1,'(F2)','Risk of Recidivism',3,'Low',20131217,'Risk of Violence',2,'Low',20131217,20140404.0,20141015.0,2,0,53,1,'1'
2370,20131021,'Female',19870628,28,'25 - 45','African-American',0,3,0,0,0,-1.0,20131020.0,20131021.0,20131020.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20131021,'Risk of Violence',3,'Low',20131021,20131020.0,20131021.0,0,0,893,0,'0'
2371,20130330,'Male',19821102,33,'25 - 45','Caucasian',0,2,0,0,2,-1.0,20130329.0,20130331.0,20130329.0,20129338.55233069,1.0,'M','Driving License Suspended',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130330,'Risk of Violence',2,'Low',20130330,20130329.0,20130331.0,2,1,1098,0,'0'
2372,20131112,'Male',19690628,46,'Greater than 45','African-American',0,7,0,0,0,0.0,20131112.0,20131113.0,20131111.0,20129338.55233069,1.0,'F','Driving While License Revoked',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20131112,'Risk of Violence',4,'Low',20131112,20131112.0,20131113.0,0,1,871,0,'0'
2374,20130307,'Male',19940421,21,'Less than 25','African-American',0,4,0,0,0,-1.0,20130306.0,20130308.0,20130306.0,20129338.55233069,1.0,'M','Disrupting School Function',1,'(M2)',20.269430051813472,20151231.0,'Susp Drivers Lic 1st Offense',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130307,'Risk of Violence',6,'Medium',20130307,20130306.0,20130308.0,0,1,1029,1,'0'
2376,20130813,'Male',19891118,26,'25 - 45','African-American',0,9,1,3,14,0.0,20130813.0,20130813.0,20130812.0,20129338.55233069,1.0,'F','Pos Cannabis W/Intent Sel/Del',1,'(M1)',0.0,20130822.0,'Possess Drug Paraphernalia',20130822.0,20130913.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130813,'Risk of Violence',8,'High',20130813,20130822.0,20130913.0,14,0,9,1,'1'
2380,20131211,'Female',19870625,28,'25 - 45','Hispanic',0,5,0,0,2,-68.0,20131004.0,20131011.0,20132323.86044592,20131007.0,65.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20131211,'Risk of Violence',4,'Low',20131211,20131004.0,20131011.0,2,0,842,0,'0'
2381,20130416,'Male',19680404,48,'Greater than 45','Hispanic',0,1,0,0,1,2.0,20130418.0,20130822.0,20132323.86044592,20121029.0,169.0,'F','arrest case no charge',1,'(F3)',0.0,20130418.0,'Destroy Damage Alter Elec Monitor Equip',20130418.0,20130822.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130416,'Risk of Violence',1,'Low',20130416,20130418.0,20130822.0,1,0,2,1,'1'
2382,20130916,'Male',19570723,58,'Greater than 45','African-American',0,6,0,0,24,0.0,20130916.0,20130919.0,20130916.0,20129338.55233069,0.0,'F','Felony Petit Theft',1,'(M2)',20.269430051813472,20131026.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130916,'Risk of Violence',1,'Low',20130916,20130916.0,20130919.0,24,3,40,1,'1'
2383,20130103,'Male',19870312,29,'25 - 45','Other',0,1,0,0,0,-1.0,20130102.0,20130103.0,20130102.0,20129338.55233069,1.0,'F','Pos Cannabis W/Intent Sel/Del',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130103,'Risk of Violence',2,'Low',20130103,20130102.0,20130103.0,0,0,1184,0,'0'
2385,20141214,'Female',19950713,20,'Less than 25','African-American',0,10,0,3,2,-1.0,20141213.0,20150105.0,20132323.86044592,20141213.0,1.0,'F','arrest case no charge',1,'(MO3)',0.0,20150119.0,'Disorderly Conduct',20150119.0,20150119.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20141214,'Risk of Violence',9,'High',20141214,20150119.0,20150119.0,2,22,36,0,'1'
2386,20130321,'Male',19880303,28,'25 - 45','African-American',0,4,0,0,0,0.0,20130321.0,20130321.0,20130320.0,20129338.55233069,1.0,'M','Possess Cannabis/20 Grams Or Less',1,'(M1)',0.0,20130322.0,'Possess Cannabis/20 Grams Or Less',20130322.0,20130413.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130321,'Risk of Violence',3,'Low',20130321,20130322.0,20130413.0,0,0,1,1,'1'
2387,20130510,'Male',19950316,21,'Less than 25','Caucasian',0,8,0,0,0,0.0,20130510.0,20130514.0,20130509.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F2)',1.0,20130928.0,'Robbery / No Weapon',20130929.0,20131003.0,nan,1,'(F2)','Risk of Recidivism',8,'High',20130510,'Risk of Violence',10,'High',20130510,20130510.0,20130514.0,0,4,141,1,'1'
2388,20130215,'Male',19891108,26,'25 - 45','Other',0,7,0,0,0,-1.0,20130214.0,20130215.0,20130214.0,20129338.55233069,1.0,'F','Burglary Structure Unoccup',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130215,'Risk of Violence',5,'Medium',20130215,20130214.0,20130215.0,0,0,1141,0,'0'
2389,20130429,'Male',19810918,34,'25 - 45','African-American',0,1,0,0,3,-4.0,20130425.0,20130426.0,20132323.86044592,20130425.0,4.0,'M','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130429,'Risk of Violence',1,'Low',20130429,20130425.0,20130426.0,3,0,1068,0,'0'
2390,20130527,'Male',19830830,32,'25 - 45','African-American',2,8,0,0,15,-1.0,20130526.0,20130602.0,20130526.0,20129338.55233069,1.0,'F','Driving While License Revoked',1,'(F3)',0.0,20130912.0,'Grand Theft in the 3rd Degree',20130912.0,20130912.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130527,'Risk of Violence',5,'Medium',20130527,20130912.0,20130912.0,15,6,108,0,'1'
2392,20130224,'Male',19771122,38,'25 - 45','African-American',0,4,0,1,10,0.0,20130224.0,20130306.0,20130223.0,20129338.55233069,1.0,'F','Robbery / Weapon',1,'(M2)',0.0,20140418.0,'Petit Theft',20140418.0,20140419.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130224,'Risk of Violence',3,'Low',20130224,20140418.0,20140419.0,10,10,418,1,'1'
2393,20140321,'Male',19930718,22,'Less than 25','African-American',0,3,0,0,0,-1.0,20140320.0,20140321.0,20140320.0,20129338.55233069,1.0,'F','Burglary Unoccupied Dwelling',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140321,'Risk of Violence',5,'Medium',20140321,20140320.0,20140321.0,0,0,742,0,'0'
2394,20131210,'Male',19731221,42,'25 - 45','Caucasian',0,5,0,0,2,-1.0,20131209.0,20131209.0,20131209.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(F3)',1.0,20140426.0,'Possession of Cocaine',20140427.0,20140605.0,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20131210,'Risk of Violence',3,'Low',20131210,20140427.0,20140605.0,2,0,137,1,'1'
2396,20130518,'Female',19590112,57,'Greater than 45','Caucasian',0,4,0,0,0,-1.0,20130517.0,20130518.0,20130517.0,20129338.55233069,1.0,'M','Disorderly Conduct',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130518,'Risk of Violence',1,'Low',20130518,20130517.0,20130518.0,0,0,1049,0,'0'
2398,20130621,'Female',19590921,56,'Greater than 45','Caucasian',0,1,0,0,1,-20.0,20130601.0,20130602.0,20130601.0,20129338.55233069,20.0,'F','Resist Officer w/Violence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130621,'Risk of Violence',1,'Low',20130621,20130601.0,20130602.0,1,0,1015,0,'0'
2399,20130928,'Male',19830817,32,'25 - 45','Hispanic',0,5,0,0,2,0.0,20130928.0,20130929.0,20130928.0,20129338.55233069,0.0,'M','Viol Prot Injunc Repeat Viol',1,'(F3)',1.0,20140505.0,'Grand Theft Firearm',20140506.0,20140506.0,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20130928,'Risk of Violence',2,'Low',20130928,20130928.0,20130929.0,2,1,219,1,'1'
