,churn
2998,False
2999,False
3000,False
3001,False
3002,True
3003,False
3004,False
3005,False
3006,False
3007,False
3008,False
3009,False
3010,False
3011,False
3012,False
3013,False
3014,False
3015,False
3016,False
3017,False
3018,False
3019,True
3020,False
3021,False
3022,False
3023,True
3024,False
3025,False
3026,False
3027,False
3028,False
3029,False
3030,False
3031,False
3032,False
3033,False
3034,False
3035,True
3036,False
3037,False
3038,False
3039,False
3040,False
3041,False
3042,False
3043,False
3044,False
3045,True
3046,False
3047,False
3048,False
3049,False
3050,True
3051,False
3052,False
3053,False
3054,False
3055,False
3056,False
3057,False
3058,False
3059,False
3060,False
3061,False
3062,False
3063,False
3064,True
3065,False
3066,False
3067,False
3068,False
3069,False
3070,True
3071,False
3072,True
3073,False
3074,False
3075,False
3076,False
3077,False
3078,False
3079,True
3080,False
3081,False
3082,False
3083,False
3084,False
3085,False
3086,False
3087,False
3088,False
3089,False
3090,False
3091,False
3092,False
3093,True
3094,False
3095,False
3096,False
3097,False
3098,False
3099,False
3100,False
3101,False
3102,False
3103,False
3104,False
3105,False
3106,False
3107,False
3108,False
3109,False
3110,False
3111,False
3112,True
3113,True
3114,False
3115,False
3116,False
3117,False
3118,False
3119,False
3120,False
3121,False
3122,False
3123,False
3124,False
3125,True
3126,False
3127,True
3128,False
3129,False
3130,False
3131,False
3132,True
3133,False
3134,False
3135,False
3136,False
3137,False
3138,False
3139,False
3140,False
3141,False
3142,False
3143,False
3144,True
3145,False
3146,False
3147,False
3148,True
3149,False
3150,False
3151,True
3152,False
3153,False
3154,False
3155,False
3156,False
3157,True
3158,False
3159,False
3160,False
3161,False
3162,False
3163,False
3164,False
3165,False
3166,True
3167,False
3168,True
3169,True
3170,False
3171,False
3172,False
3173,False
3174,False
3175,False
3176,False
3177,False
3178,False
3179,False
3180,False
3181,False
3182,False
3183,False
3184,False
3185,False
3186,False
3187,False
3188,False
3189,True
3190,True
3191,True
3192,False
3193,False
3194,False
3195,False
3196,False
3197,False
3198,False
3199,False
3200,False
3201,False
3202,False
3203,False
3204,False
3205,True
3206,False
3207,False
3208,False
3209,True
3210,False
3211,False
3212,False
3213,False
3214,False
3215,False
3216,False
3217,False
3218,False
3219,False
3220,False
3221,False
3222,False
3223,False
3224,True
3225,False
3226,True
3227,False
3228,False
3229,False
3230,False
3231,False
3232,False
3233,False
3234,False
3235,False
3236,False
3237,False
3238,True
3239,False
3240,False
3241,True
3242,False
3243,True
3244,False
3245,False
3246,True
3247,True
3248,False
3249,False
3250,False
3251,False
3252,False
3253,False
3254,False
3255,True
3256,False
3257,False
3258,False
3259,False
3260,False
3261,False
3262,False
3263,False
3264,False
3265,True
3266,False
3267,False
3268,True
3269,False
3270,False
3271,False
3272,True
3273,False
3274,False
3275,False
3276,False
3277,False
3278,False
3279,False
3280,True
3281,False
3282,False
3283,False
3284,False
3285,False
3286,False
3287,True
3288,False
3289,False
3290,False
3291,True
3292,False
3293,False
3294,False
3295,False
3296,False
3297,False
3298,False
3299,False
3300,False
3301,True
3302,False
3303,False
3304,True
3305,False
3306,False
3307,False
3308,False
3309,False
3310,False
3311,False
3312,False
3313,False
3314,False
3315,False
3316,False
3317,False
3318,False
3319,False
3320,True
3321,False
3322,True
3323,True
3324,False
3325,False
3326,False
3327,False
3328,False
3329,False
3330,False
3331,False
3332,False
