,dataset,alg,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
83,2dd31_y,ImpurityParTree2,,,,1000.0,20.0,17.384148836135864,0.2359,1054.9957,1.7582,0.9692,0.5568,2.6431,0.7754,0.7859,0.7697,0.8027,0.7859,0.5764,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,12.0,31.0,0.1,,,,,,,,me,mape,,,,,,,,,,,,
84,2dd31_y,PrincipalParTree,,,,inf,20.0,0.1663689613342285,0.4168,4467.6314,0.9139,0.9803,0.7036,2.9583,0.8649,0.8712,0.8615,0.8812,0.8712,0.7156,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,31.0,0.0,,,,,,,,,,,,,,2.0,False,2.0,,,,,
85,2dd31_y,ShallowTree,12.0,,,1000.0,20.0,0.0642313957214355,0.4683,3957.5821,0.7116,0.9352,0.4553,2.3106,0.7844,0.7885,0.6729,0.9521,0.7885,0.5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
86,2dd31_y,VarianceParTree,,,,inf,20.0,15.780023336410522,0.3,2670.5932,1.0076,0.9324,0.415,2.1711,0.7337,0.7387,0.6322,0.8883,0.7387,0.5021,,,,,,,,,,,,,5.0,3.0,,,,,,,10.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
87,2dd31_y,kmeans+dt,12.0,,,1000.0,20.0,0.0453095436096191,0.329,2666.6642,1.0851,0.9242,0.4065,2.2223,0.7589,0.764,0.6471,0.9324,0.764,0.5112,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
88,2dd31_y,kmodes,12.0,,,1000.0,20.0,0.3922154903411865,-0.4835,2.375,10.1725,0.0655,0.0,0.0398,0.0031,0.0223,0.0116,0.2976,0.0223,0.1755,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
89,2dd31_y,pyc_xmeans,,,,1000.0,20.0,0.0349900722503662,0.5043,5118.7671,0.622,0.9729,0.6714,2.8553,0.8827,0.8866,0.8315,0.9496,0.8866,0.7081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,,,,,,,,,,,,,,
90,2dd31_y,skl_DBSCAN,,,,inf,20.0,0.0079524517059326,0.3457,1462.8679,1.5294,0.9378,0.4587,2.5493,0.8198,0.8256,0.7424,0.9298,0.8256,0.5486,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
91,2dd31_y,skl_OPTICS,,,,inf,20.0,5.905748605728149,0.0226,146.7113,1.4022,0.8151,0.1591,2.0897,0.6916,0.7063,0.6085,0.8416,0.7063,0.2985,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
92,2dd31_y,skl_agglomerativeClust,12.0,,,1000.0,20.0,0.1397950649261474,0.4748,3919.0591,0.7007,0.9347,0.4652,2.3679,0.8077,0.8113,0.6895,0.9853,0.8113,0.5675,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,ward,,,,,,,,,,,,,,,,
93,2dd31_y,skl_birch,12.0,,,inf,20.0,0.0412206649780273,0.3834,3192.9092,0.8051,0.9281,0.406,2.1934,0.7462,0.751,0.6387,0.9113,0.751,0.5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
94,2dd31_y,skl_bis_kmeans,12.0,,,1000.0,20.0,0.0907950401306152,0.4092,3530.701,0.8747,0.9375,0.4598,2.297,0.7777,0.7819,0.6689,0.9407,0.7819,0.5509,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2dd31_y,skl_kmeans,12.0,,,inf,20.0,0.0417060852050781,0.4735,4038.975,0.6989,0.9359,0.4594,2.3212,0.7879,0.7918,0.6759,0.9557,0.7918,0.5554,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,aggregation_y,CLTree,,,,,,2.2545650005340576,-0.3802,30.9235,2.9099,0.6026,0.1585,0.7187,0.4418,0.4627,0.4241,0.509,0.4627,0.4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
97,aggregation_y,CenterParTree2,,,,inf,20.0,1.88808274269104,0.3898,938.8075,0.6696,0.9319,0.7818,1.6099,0.8831,0.8852,0.9499,0.8286,0.8852,0.8296,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
98,aggregation_y,ExKMC,6.0,8.0,IMM,inf,20.0,0.0075626373291015,0.4808,1306.9834,0.7056,0.9349,0.7992,1.4975,0.8779,0.8793,0.8836,0.875,0.8793,0.8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,aggregation_y,ImpurityParTree2,,,,inf,20.0,2.224710464477539,-0.0644,210.3435,1.4053,0.8588,0.5893,1.2079,0.6939,0.7011,0.7127,0.6898,0.7011,0.6799,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,12.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
100,aggregation_y,PrincipalParTree,,,,inf,20.0,0.0885825157165527,0.2364,579.3493,1.1884,0.8937,0.6458,1.4735,0.7837,0.7886,0.8695,0.7215,0.7886,0.7211,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,8.0,12.0,0.0,,,,,,,,,,,,,,2.0,False,2.0,,,,,
101,aggregation_y,ShallowTree,6.0,,,inf,20.0,0.0701572895050048,0.4801,1307.0329,0.7128,0.931,0.7865,1.4888,0.8716,0.8731,0.8785,0.8678,0.8731,0.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,
102,aggregation_y,VarianceParTree,,,,inf,20.0,0.8944284915924072,0.4577,1234.7784,0.7564,0.9277,0.7768,1.4309,0.8384,0.8403,0.8443,0.8363,0.8403,0.8237,,,,,,,,,,,,,50.0,3.0,,,,,,,4.0,6.0,0.2,,,,,,,,,,,,,,,,,,,,,
103,aggregation_y,kmeans+dt,6.0,,,100.0,20.0,0.0483012199401855,0.48,1305.3062,0.7289,0.9322,0.7903,1.483,0.8676,0.8692,0.8751,0.8633,0.8692,0.8346,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
104,aggregation_y,kmodes,12.0,,,1000.0,20.0,0.1049952507019043,-0.4691,3.3984,5.5496,0.3218,-0.0208,0.0916,0.042,0.0793,0.0541,0.1484,0.0793,0.3969,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
105,aggregation_y,pyc_xmeans,,,,1000.0,20.0,0.0064864158630371,0.4838,1305.5739,0.7121,0.9435,0.8267,1.5029,0.8826,0.884,0.8868,0.8811,0.884,0.8635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,
106,aggregation_y,skl_DBSCAN,,,,inf,20.0,0.0048954486846923,0.3704,664.1193,0.6743,0.9273,0.8089,1.3572,0.8882,0.8894,0.8008,1.0,0.8894,0.8652,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
107,aggregation_y,skl_OPTICS,,,,100.0,20.0,1.435276746749878,0.4696,929.3029,1.2845,0.9937,0.9814,1.6588,0.9673,0.9679,0.9788,0.9572,0.9679,0.9855,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
108,aggregation_y,skl_agglomerativeClust,6.0,,,100.0,20.0,0.0069730281829833,0.4899,1220.5304,0.681,0.9933,0.9805,1.6133,0.9684,0.9687,0.952,0.9861,0.9687,0.9848,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
109,aggregation_y,skl_birch,6.0,,,inf,20.0,0.0124192237854003,0.4679,1264.0588,0.7275,0.9186,0.7472,1.4544,0.8497,0.8515,0.8582,0.8449,0.8515,0.8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
110,aggregation_y,skl_bis_kmeans,4.0,,,1000.0,20.0,0.0633788108825683,0.5361,1214.892,0.5525,0.91,0.7658,1.2297,0.8204,0.8218,0.7256,0.9474,0.8218,0.8345,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,aggregation_y,skl_kmeans,6.0,,,100.0,20.0,0.078972578048706,0.4806,1307.8996,0.7119,0.9322,0.7906,1.4905,0.8729,0.8744,0.8795,0.8693,0.8744,0.8348,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,curet02000n2D_y,CLTree,,,,,,28.442126035690308,-0.1892,36.7202,47.9633,0.5601,0.0806,0.2049,0.2389,0.2427,0.3206,0.1953,0.2427,0.6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
113,curet02000n2D_y,CenterParTree2,,,,1000.0,20.0,1.534393072128296,0.4522,1778.6931,0.6699,0.6607,0.3885,0.5732,0.6163,0.6169,0.897,0.4701,0.6169,0.697,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,4.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
114,curet02000n2D_y,ExKMC,6.0,6.0,NONE,inf,20.0,0.0173134803771972,0.4207,1597.6239,0.8678,0.5744,0.2722,0.6354,0.5894,0.5901,0.9943,0.4196,0.5901,0.5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,curet02000n2D_y,ImpurityParTree2,,,,100.0,20.0,0.8105249404907227,0.0375,314.0305,2.6462,0.4536,0.118,0.5529,0.3871,0.3895,0.8652,0.2514,0.3895,0.4153,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,8.0,12.0,0.2,,,,,,,,entropy,mape,,,,,,,,,,,,
116,curet02000n2D_y,PrincipalParTree,,,,inf,20.0,0.0621352195739746,0.3635,1949.7599,0.9464,0.4551,0.1255,0.639,0.4455,0.4473,1.0,0.2881,0.4473,0.4173,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,10.0,10.0,0.0,,,,,,,,,,,,,,2.0,False,0.0,,,,,
117,curet02000n2D_y,ShallowTree,6.0,,,100.0,20.0,0.0538647174835205,0.4672,2265.7028,0.6824,0.5221,0.2057,0.639,0.5357,0.5367,1.0,0.3668,0.5367,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,
118,curet02000n2D_y,VarianceParTree,,,,inf,20.0,3.75984001159668,0.4173,1650.6345,0.7589,0.6228,0.3256,0.5158,0.5437,0.5444,0.8071,0.4107,0.5444,0.6554,,,,,,,,,,,,,50.0,30.0,,,,,,,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
119,curet02000n2D_y,kmeans+dt,10.0,,,100.0,20.0,0.055243968963623,0.3861,1702.399,0.8847,0.5443,0.2336,0.639,0.5479,0.5489,1.0,0.3783,0.5489,0.5562,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
120,curet02000n2D_y,kmodes,12.0,,,100.0,20.0,0.2545740604400635,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
121,curet02000n2D_y,pyc_xmeans,,,,inf,20.0,0.0132956504821777,0.4834,2388.6334,0.6709,0.521,0.2043,0.6359,0.5326,0.5335,0.9951,0.3645,0.5335,0.5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,
122,curet02000n2D_y,skl_DBSCAN,,,,1000.0,20.0,0.0120868682861328,0.361,676.4491,0.581,1.0,1.0,0.639,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
123,curet02000n2D_y,skl_OPTICS,,,,100.0,20.0,3.74477767944336,-0.383,93.4769,0.9985,0.7531,0.3988,0.227,0.389,0.3919,0.3553,0.4369,0.3919,0.8314,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
124,curet02000n2D_y,skl_agglomerativeClust,4.0,,,100.0,20.0,0.0238535404205322,0.1636,453.4119,0.7781,0.9968,0.9929,0.639,0.9892,0.9892,1.0,0.9786,0.9892,0.9976,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
125,curet02000n2D_y,skl_birch,6.0,,,1000.0,20.0,0.0284218788146972,0.4365,1981.1169,0.787,0.5282,0.2133,0.639,0.5391,0.5401,1.0,0.37,0.5401,0.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
126,curet02000n2D_y,skl_bis_kmeans,8.0,,,100.0,20.0,0.0789351463317871,0.3854,2018.7931,0.8347,0.483,0.1582,0.639,0.4827,0.4841,1.0,0.3193,0.4841,0.4652,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,curet02000n2D_y,skl_kmeans,6.0,,,inf,20.0,0.0446784496307373,0.4845,2399.7372,0.6609,0.5213,0.2048,0.639,0.5353,0.5363,1.0,0.3664,0.5363,0.524,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,curet12000n2D_y,CLTree,,,,,,10.04668402671814,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,30.0,,
129,curet12000n2D_y,CenterParTree2,,,,100.0,20.0,0.2032167911529541,0.5077,2511.7705,0.6373,0.9098,0.7857,1.0931,0.802,0.8025,0.767,0.8415,0.8025,0.8503,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,2.0,4.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
130,curet12000n2D_y,ExKMC,8.0,8.0,NONE,inf,20.0,0.0201051235198974,0.4992,2742.4918,0.6506,0.8437,0.5736,1.3432,0.8093,0.8101,0.9424,0.7104,0.8101,0.6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,curet12000n2D_y,ImpurityParTree2,,,,1000.0,20.0,4.008705377578735,0.0276,469.5467,0.8835,0.8199,0.611,0.9167,0.6655,0.6677,0.6432,0.6942,0.6677,0.7539,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,4.0,8.0,0.2,,,,,,,,entropy,mape,,,,,,,,,,,,
132,curet12000n2D_y,PrincipalParTree,,,,inf,20.0,0.022679328918457,0.4546,1742.1032,0.69,0.9326,0.8426,1.0794,0.8016,0.8022,0.7573,0.8528,0.8022,0.8917,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,2.0,6.0,0.1,,,,,,,,,,,,,,2.0,False,0.0,,,,,
133,curet12000n2D_y,ShallowTree,8.0,,,1000.0,20.0,0.0492603778839111,0.5194,3195.7581,0.6689,0.818,0.4875,1.3819,0.7914,0.7925,0.9696,0.6701,0.7925,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,
134,curet12000n2D_y,VarianceParTree,,,,100.0,20.0,0.4099204540252685,0.4108,2134.9028,0.8352,0.8112,0.4773,1.2364,0.7202,0.7216,0.8675,0.6178,0.7216,0.6207,,,,,,,,,,,,,5.0,30.0,,,,,,,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
135,curet12000n2D_y,kmeans+dt,8.0,,,1000.0,20.0,0.0375757217407226,0.4802,2264.333,0.6841,0.9091,0.7674,1.3819,0.8958,0.8962,0.9696,0.8332,0.8962,0.8379,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
136,curet12000n2D_y,kmodes,12.0,,,1000.0,20.0,0.2551653385162353,-0.0836,0.8698,1.0083,0.3157,0.0095,0.0272,0.0266,0.037,0.0191,0.5756,0.037,0.555,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
137,curet12000n2D_y,pyc_xmeans,,,,100.0,20.0,0.0179965496063232,0.4963,2620.3993,0.7583,0.8548,0.6127,1.2995,0.8173,0.818,0.9118,0.7417,0.818,0.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,
138,curet12000n2D_y,skl_DBSCAN,,,,inf,20.0,0.0124969482421875,0.4582,1424.6363,0.6558,0.949,0.885,1.1731,0.9027,0.903,0.8231,1.0,0.903,0.9255,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
139,curet12000n2D_y,skl_OPTICS,,,,1000.0,20.0,3.7224862575531006,-0.221,128.5915,1.2524,0.593,0.2549,0.5189,0.452,0.4558,0.3641,0.6092,0.4558,0.5945,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
140,curet12000n2D_y,skl_agglomerativeClust,4.0,,,1000.0,20.0,0.0419247150421142,0.5105,2354.5816,0.5913,0.977,0.9468,1.2492,0.934,0.9342,0.8765,1.0,0.9342,0.9643,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,ward,,,,,,,,,,,,,,,,
141,curet12000n2D_y,skl_birch,4.0,,,inf,20.0,0.0286037921905517,0.5109,2358.786,0.5907,0.9769,0.9467,1.2432,0.9295,0.9297,0.8723,0.9951,0.9297,0.9642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
142,curet12000n2D_y,skl_bis_kmeans,8.0,,,1000.0,20.0,0.0588016510009765,0.4595,2698.4666,0.7213,0.812,0.4747,1.2886,0.7437,0.7451,0.9041,0.6336,0.7451,0.6209,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,curet12000n2D_y,skl_kmeans,8.0,,,inf,20.0,0.0393428802490234,0.5361,3484.3301,0.638,0.8172,0.4849,1.3819,0.7907,0.7917,0.9696,0.669,0.7917,0.633,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,curet24k_y,CLTree,,,,,,45.15482664108277,-0.2271,34.6384,38.0107,0.2708,-0.0147,0.0509,0.0515,0.0537,0.0303,0.2357,0.0537,0.4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,20.0,,
145,curet24k_y,CenterParTree2,,,,inf,20.0,8.548291683197021,0.4799,5192.2629,0.6727,0.8938,0.722,1.0773,0.7131,0.7135,0.6424,0.8023,0.7135,0.7947,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,4.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
146,curet24k_y,ExKMC,4.0,4.0,NONE,inf,20.0,0.0267398357391357,0.4741,5018.8835,0.6525,0.9026,0.747,1.1118,0.7386,0.739,0.663,0.8346,0.739,0.8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,curet24k_y,ImpurityParTree2,,,,100.0,20.0,0.5202615261077881,0.2366,754.7114,0.7194,0.6876,0.3935,0.7943,0.6011,0.6023,0.4737,0.8268,0.6023,0.6407,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,10.0,6.0,0.0,,,,,,,,gini,mape,,,,,,,,,,,,
148,curet24k_y,PrincipalParTree,,,,inf,20.0,0.09096360206604,0.3168,3331.0445,1.2076,0.8361,0.44,1.4434,0.7137,0.7149,0.8608,0.6113,0.7149,0.5688,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,,,,2.0,False,5.0,,,,,
149,curet24k_y,ShallowTree,8.0,,,1000.0,20.0,0.0596580505371093,0.4931,6189.024,0.6548,0.8469,0.4992,1.3482,0.7184,0.7191,0.804,0.6504,0.7191,0.6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,
150,curet24k_y,VarianceParTree,,,,100.0,20.0,0.6171576976776123,0.4471,5818.7913,0.7774,0.8406,0.4631,1.4177,0.7215,0.7225,0.8455,0.6307,0.7225,0.5862,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,10.0,0.1,,,,,,,,,,,,,,,,,,,,,
151,curet24k_y,kmeans+dt,10.0,,,100.0,20.0,0.046929121017456,0.455,4680.3019,0.7248,0.8807,0.6326,1.3726,0.7703,0.7708,0.8185,0.7284,0.7708,0.7171,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
152,curet24k_y,kmodes,12.0,,,inf,20.0,0.5287623405456543,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
153,curet24k_y,pyc_xmeans,,,,100.0,20.0,0.0963754653930664,0.4819,5118.5609,0.7343,0.8559,0.5662,1.2627,0.7349,0.7355,0.753,0.7188,0.7355,0.6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,
154,curet24k_y,skl_DBSCAN,,,,inf,20.0,0.0141587257385253,0.3333,1449.2539,1.3165,0.923,0.8095,1.2989,0.8644,0.8648,0.7746,0.9787,0.8648,0.8696,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,5.0,euclidean,4.0,,,,,,,,,,,,,,,,,
155,curet24k_y,skl_OPTICS,,,,1000.0,20.0,16.63283085823059,-0.3141,79.7209,5.6775,0.7017,0.0365,0.9695,0.3629,0.3787,0.5781,0.2816,0.3787,0.2108,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
156,curet24k_y,skl_agglomerativeClust,4.0,,,inf,20.0,0.2451512813568115,0.4717,4693.6396,0.6347,0.9395,0.8467,1.2401,0.8331,0.8333,0.7396,0.9543,0.8333,0.8925,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,ward,,,,,,,,,,,,,,,,
157,curet24k_y,skl_birch,8.0,,,100.0,20.0,0.055107831954956,0.3796,4199.025,0.9276,0.8192,0.4355,1.2306,0.6775,0.6784,0.7339,0.6307,0.6784,0.5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
158,curet24k_y,skl_bis_kmeans,8.0,,,inf,20.0,0.0655517578125,0.4285,5105.0778,0.8044,0.8497,0.5131,1.3244,0.7103,0.7111,0.7898,0.6467,0.7111,0.6227,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,curet24k_y,skl_kmeans,8.0,,,inf,20.0,0.0344507694244384,0.4992,6453.5048,0.6567,0.8448,0.492,1.3375,0.7124,0.7131,0.7976,0.6448,0.7131,0.6061,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,longsquare_y,CLTree,,,,,,4.455301523208618,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,25.0,,
161,longsquare_y,CenterParTree2,,,,inf,20.0,2.3975210189819336,0.5492,2424.3535,0.7087,0.9695,0.8819,1.7624,0.9241,0.9249,0.9837,0.8728,0.9249,0.9033,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,3.0,10.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
162,longsquare_y,ExKMC,10.0,10.0,NONE,100.0,20.0,0.0126287937164306,0.5028,2120.2652,0.6774,0.951,0.8091,1.6363,0.8477,0.8495,0.9133,0.7941,0.8495,0.8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,longsquare_y,ImpurityParTree2,,,,inf,20.0,2.583702325820923,0.1527,474.2001,1.1528,0.6216,0.2509,0.6345,0.4721,0.4777,0.3541,0.7338,0.4777,0.5085,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,6.0,0.1,,,,,,,,entropy,mape,,,,,,,,,,,,
164,longsquare_y,PrincipalParTree,,,,inf,20.0,0.0286102294921875,0.4953,1748.0989,0.8625,0.9807,0.9301,1.6656,0.9294,0.9299,0.9297,0.9301,0.9299,0.9417,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,4.0,6.0,0.2,,,,,,,,,,,,,,2.0,False,2.0,,,,,
165,longsquare_y,ShallowTree,8.0,,,100.0,20.0,0.0917377471923828,0.5414,2310.399,0.655,0.9688,0.8794,1.7509,0.9194,0.9203,0.9773,0.8695,0.9203,0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
166,longsquare_y,VarianceParTree,,,,1000.0,20.0,2.7133781909942627,0.5133,2105.2357,0.7337,0.9491,0.8032,1.6446,0.8616,0.863,0.9179,0.8144,0.863,0.8362,,,,,,,,,,,,,5.0,30.0,,,,,,,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
167,longsquare_y,kmeans+dt,8.0,,,inf,20.0,0.0535850524902343,0.5746,1844.0842,0.5167,0.9429,0.8181,1.5472,0.9226,0.9231,0.8636,0.9914,0.9231,0.8615,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
