,index,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
85,32,,,,20.0,20.0,1.2541625499725342,0.0027,7.8875,1.5474,0.5026,0.0104,0.4614,0.1195,0.1849,0.6695,0.1073,0.1849,0.1806,skl_OPTICS,home,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
86,72,,,,20.0,20.0,0.0054872035980224,-0.207,1.7084,1.3035,0.518,0.0371,0.2417,0.1001,0.1673,0.3508,0.1098,0.1673,0.4762,skl_DBSCAN,home,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
87,57,,,,20.0,20.0,0.0057473182678222,0.2417,141.1977,1.0858,0.5525,0.1087,0.2938,0.2096,0.2168,0.4264,0.1453,0.2168,0.3788,pyc_xmeans,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,,,,,,,,,,,,,,
88,7,10.0,,,20.0,20.0,0.3124573230743408,-0.0793,15.054,6.1067,0.5258,0.0554,0.1363,0.0943,0.1006,0.1977,0.0674,0.1006,0.3341,kmodes,home,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
89,29,12.0,,,20.0,20.0,0.0867400169372558,0.1203,79.8366,1.8328,0.5233,0.051,0.2036,0.1262,0.1356,0.2954,0.088,0.1356,0.3013,kmeans+dt,home,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
90,353,,,,20.0,20.0,0.4217042922973633,-0.1026,39.7497,2.7584,0.525,0.054,0.16,0.1082,0.1159,0.2322,0.0772,0.1159,0.3244,VarianceParTree,home,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
91,2848,,,,20.0,20.0,0.4482512474060058,-0.0061,55.1407,2.2983,0.5585,0.1207,0.2312,0.158,0.1651,0.3356,0.1095,0.1651,0.3863,PrincipalParTree,home,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,,,,2.0,False,0.0,,,,,
92,511,,,,20.0,20.0,0.6427021026611328,-0.0761,18.8012,5.1364,0.5391,0.0825,0.1553,0.0953,0.1021,0.2253,0.066,0.1021,0.3218,ImpurityParTree2,home,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,12.0,12.0,0.1,,,,,,,,entropy,r2,,,,,,,,,,,,
93,19,,,,20.0,20.0,0.67181396484375,-0.0223,40.1813,3.6011,0.5177,0.0402,0.1689,0.1018,0.1084,0.2451,0.0696,0.1084,0.2613,CenterParTree2,home,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,10.0,12.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
94,3,,,,,,6.983112335205078,-0.066,2.3632,8.3097,0.4981,-0.0071,0.0433,0.0679,0.0728,0.0628,0.0865,0.0728,0.6219,CLTree,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,10.0,,
95,18,12.0,,,20.0,20.0,0.6796624660491943,0.086,60.4912,2.3535,0.4388,0.008,0.0375,0.0209,0.0244,0.0613,0.0153,0.0244,0.2349,skl_kmeans,german_credit_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,25,12.0,,,20.0,20.0,2.648826360702514,0.0525,54.9435,2.5594,0.4387,0.0065,0.0274,0.0144,0.018,0.0449,0.0113,0.018,0.2382,skl_bis_kmeans,german_credit_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11,12.0,,,20.0,20.0,0.0644059181213378,0.0488,50.1974,2.4643,0.4436,0.0136,0.0379,0.0217,0.0253,0.0621,0.0159,0.0253,0.2539,skl_birch,german_credit_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
98,312,6.0,,,20.0,20.0,0.0169680118560791,0.016,20.9309,2.5336,0.5823,0.1208,0.0275,0.0365,0.0403,0.045,0.0365,0.0403,0.6634,skl_agglomerativeClust,german_credit_y,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,complete,,,,,,,,,,,,,,,,
99,53,,,,20.0,20.0,5.319947242736816,-0.1146,3.2646,1.4528,0.451,-0.022,0.1538,0.0241,0.0814,0.2518,0.0486,0.0814,0.3776,skl_OPTICS,german_credit_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
100,25,,,,20.0,20.0,0.0233826637268066,-0.2031,5.2213,1.4561,0.483,-0.0006,0.043,0.0173,0.0434,0.0704,0.0314,0.0434,0.4784,skl_DBSCAN,german_credit_y,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,2.0,correlation,4.0,,,,,,,,,,,,,,,,,
101,242,,,,20.0,20.0,0.013660192489624,0.0769,73.0066,2.4868,0.449,0.0151,0.043,0.0295,0.0321,0.0703,0.0208,0.0321,0.2863,pyc_xmeans,german_credit_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,
102,25,12.0,,,20.0,20.0,2.459357976913452,-0.0228,14.0057,4.4791,0.4507,0.0183,0.0317,0.0181,0.0219,0.0518,0.0139,0.0219,0.2895,kmodes,german_credit_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
103,53,8.0,,,20.0,20.0,0.6762621402740479,0.0777,67.2592,3.2463,0.4587,0.0038,0.0178,0.0129,0.0155,0.0292,0.0106,0.0155,0.366,kmeans+dt,german_credit_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
104,18,,,,20.0,20.0,0.212695837020874,0.0558,56.0903,3.2039,0.4704,0.0012,0.0369,0.0378,0.0393,0.0604,0.0292,0.0393,0.4245,VarianceParTree,german_credit_y,,,,,,,,,,,,,5.0,3.0,,,,,,,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
105,667,,,,20.0,20.0,0.7414712905883789,-0.0254,17.699,3.567,0.4612,0.0285,0.0391,0.0251,0.0293,0.064,0.019,0.0293,0.3279,PrincipalParTree,german_credit_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,12.0,0.1,,,,,,,,,,,,,,1.0,False,1.0,,,,,
106,412,,,,20.0,20.0,1.006335973739624,-0.0641,9.7435,5.0758,0.5135,0.0651,0.0214,0.0166,0.0213,0.0351,0.0152,0.0213,0.5006,ImpurityParTree2,german_credit_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,10.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
107,119,,,,20.0,20.0,0.3297374248504638,0.0508,49.3957,3.9931,0.4996,-0.0287,0.0177,0.0283,0.0291,0.029,0.0292,0.0291,0.5704,CenterParTree2,german_credit_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,2.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
108,4,,,,,,13.352562427520752,0.002,1.0715,14.5763,0.6422,0.1875,0.0865,0.201,0.2019,0.1416,0.3518,0.2019,0.77,CLTree,german_credit_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,20.0,,
109,4,2.0,,,20.0,20.0,1.1396384239196775,0.6613,7820.7431,0.295,,,,,,,,,,skl_kmeans,fico,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,11,2.0,,,20.0,20.0,0.702094316482544,0.6613,7820.7431,0.295,,,,,,,,,,skl_bis_kmeans,fico,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,25,4.0,,,20.0,20.0,4.421982049942017,0.0661,1708.2367,2.4961,,,,,,,,,,skl_birch,fico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
112,389,8.0,,,20.0,20.0,1.1625792980194092,-0.2006,1118.0628,1.2717,,,,,,,,,,skl_agglomerativeClust,fico,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,single,,,,,,,,,,,,,,,,
113,46,,,,20.0,20.0,43.458242893218994,-0.1966,10.7651,1.3978,,,,,,,,,,skl_OPTICS,fico,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
114,144,,,,20.0,20.0,0.0946314334869384,0.6629,3919.5693,0.2586,,,,,,,,,,skl_DBSCAN,fico,,,,,,,,auto,,,,,,,,,,,,,,,,0.5,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
115,158,,,,20.0,20.0,0.1233429908752441,0.1489,3971.4382,1.8509,,,,,,,,,,pyc_xmeans,fico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,
116,53,2.0,,,20.0,20.0,2.5361363887786865,0.0395,161.5277,6.5316,,,,,,,,,,kmodes,fico,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
117,53,2.0,,,20.0,20.0,0.7151618003845215,0.6613,7820.7431,0.295,,,,,,,,,,kmeans+dt,fico,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
118,71,,,,20.0,20.0,2.035041332244873,0.6613,7820.7431,0.295,,,,,,,,,,VarianceParTree,fico,,,,,,,,,,,,,5.0,30.0,,,,,,,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
119,134,,,,20.0,20.0,1.1306118965148926,0.6613,7820.7431,0.295,,,,,,,,,,PrincipalParTree,fico,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,2.0,,,,,
120,264,,,,20.0,20.0,1.622607707977295,0.6613,7820.7431,0.295,,,,,,,,,,ImpurityParTree2,fico,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,3.0,2.0,0.0,,,,,,,,gini,mape,,,,,,,,,,,,
121,23,,,,20.0,20.0,2.2339253425598145,0.6575,7676.7968,0.3127,,,,,,,,,,CenterParTree2,fico,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
122,18,10.0,,,20.0,20.0,0.0669102668762207,0.145,101.4856,1.6372,0.5044,0.071,0.1186,0.0806,0.0845,0.1834,0.0549,0.0845,0.3358,skl_kmeans,diabetes_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,25,4.0,,,20.0,20.0,0.0853643417358398,0.1471,126.7805,1.6034,0.5221,0.076,0.0739,0.077,0.079,0.1142,0.0603,0.079,0.4581,skl_bis_kmeans,diabetes_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,25,4.0,,,20.0,20.0,0.0430684089660644,0.1623,118.4815,1.656,0.5344,0.0952,0.0712,0.0762,0.0782,0.1101,0.0606,0.0782,0.4864,skl_birch,diabetes_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
125,95,12.0,,,20.0,20.0,0.0098342895507812,0.0783,65.4982,1.5754,0.5049,0.069,0.0943,0.0633,0.0683,0.1458,0.0446,0.0683,0.3481,skl_agglomerativeClust,diabetes_y,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,average,,,,,,,,,,,,,,,,
126,53,,,,20.0,20.0,4.91471266746521,-0.1008,5.4475,1.3162,0.4707,0.0048,0.2243,0.0355,0.1,0.3468,0.0584,0.1,0.2866,skl_OPTICS,diabetes_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
127,291,,,,20.0,20.0,0.008113145828247,-0.2555,5.0617,1.5437,0.5233,0.0734,0.1156,0.0622,0.0977,0.1787,0.0672,0.0977,0.474,skl_DBSCAN,diabetes_y,,,,,,,,auto,,,,,,,,,,,,,,,,1.0,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
128,116,,,,20.0,20.0,0.0212118625640869,0.1678,148.7471,2.118,0.5788,0.1567,0.0747,0.1113,0.1121,0.1156,0.1089,0.1121,0.5998,pyc_xmeans,diabetes_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
129,4,10.0,,,20.0,20.0,0.2503089904785156,-0.0829,7.3598,6.5802,0.4694,0.0021,0.0388,0.024,0.0282,0.06,0.0184,0.0282,0.2858,kmodes,diabetes_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
130,53,12.0,,,20.0,20.0,0.063697338104248,0.0542,58.1969,2.1566,0.4807,0.0319,0.1067,0.0668,0.0709,0.1649,0.0451,0.0709,0.2666,kmeans+dt,diabetes_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
131,345,,,,20.0,20.0,0.4731976985931396,-0.1054,13.1234,3.5707,0.4736,-0.0405,0.0751,0.0746,0.0802,0.1161,0.0613,0.0802,0.4657,VarianceParTree,diabetes_y,,,,,,,,,,,,,50.0,30.0,,,,,,,4.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
132,2300,,,,20.0,20.0,0.1806905269622802,0.1352,89.4719,1.9297,0.5368,0.103,0.0816,0.0864,0.0883,0.1262,0.0679,0.0883,0.4801,PrincipalParTree,diabetes_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,4.0,0.2,,,,,,,,,,,,,,3.0,False,0.0,,,,,
133,953,,,,20.0,20.0,0.2276136875152588,-0.1153,8.0974,4.0253,0.5146,-0.0125,0.0274,0.0421,0.0453,0.0424,0.0486,0.0453,0.6254,ImpurityParTree2,diabetes_y,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,2.0,12.0,0.2,,,,,,,,me,r2,,,,,,,,,,,,
134,383,,,,20.0,20.0,0.957303524017334,-0.1479,7.8997,8.034,0.4714,0.0111,0.0537,0.0317,0.0365,0.083,0.0234,0.0365,0.2636,CenterParTree2,diabetes_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,12.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
135,0,,,,,,14.84355330467224,-0.1238,1.2979,10.8288,0.4636,-0.004,0.0912,0.0455,0.0544,0.141,0.0337,0.0544,0.2506,CLTree,diabetes_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
136,18,12.0,,,20.0,20.0,0.6985254287719727,0.1301,3689.6041,2.0501,0.2919,0.0,0.0042,0.0018,0.003,0.0102,0.0017,0.003,0.2562,skl_kmeans,churn_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,6.0,,,20.0,20.0,3.854082584381104,0.2502,5850.4157,1.2216,0.34,0.0015,0.0028,0.0019,0.0026,0.0069,0.0016,0.0026,0.37,skl_bis_kmeans,churn_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,11,12.0,,,20.0,20.0,0.422839879989624,0.1239,3628.0047,2.1246,0.2929,0.0006,0.0053,0.0026,0.0037,0.0129,0.0022,0.0037,0.2588,skl_birch,churn_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
139,4,10.0,,,20.0,20.0,0.3186869621276855,0.1909,41.7613,1.886,0.7105,-0.0212,0.008,0.0199,0.0246,0.0192,0.0341,0.0246,0.8325,skl_agglomerativeClust,churn_y,,,,,,,,,,,,,,,,,,,,,,,,,,correlation,,average,,,,,,,,,,,,,,,,
140,53,,,,20.0,20.0,15.130858421325684,-0.5974,3.35,2.7639,0.5191,-0.0207,0.0663,0.0097,0.0537,0.1601,0.0322,0.0537,0.6399,skl_OPTICS,churn_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
141,88,,,,20.0,20.0,0.1492161750793457,0.167,22.9471,1.5347,0.7176,0.0021,0.0037,0.0044,0.0121,0.009,0.0184,0.0121,0.8369,skl_DBSCAN,churn_y,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,2.0,correlation,4.0,,,,,,,,,,,,,,,,,
142,221,,,,20.0,20.0,0.1213252544403076,0.1148,3169.9325,2.391,0.2886,-0.0001,0.0048,0.0019,0.0032,0.0117,0.0019,0.0032,0.2464,pyc_xmeans,churn_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,,,,,,,,,,,,,,
143,18,10.0,,,20.0,20.0,3.648179054260254,-0.0599,3.4286,28.1951,0.3091,-0.0006,0.0034,0.0016,0.0026,0.0082,0.0015,0.0026,0.3025,kmodes,churn_y,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
144,37,12.0,,,20.0,20.0,0.7561266422271729,0.1811,4636.6411,1.6342,0.3225,0.0019,0.0025,0.0012,0.002,0.006,0.0012,0.002,0.3325,kmeans+dt,churn_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
145,155,,,,20.0,20.0,2.764916181564331,-0.1475,177.831,2.5498,0.5888,-0.0021,0.0045,0.0045,0.0074,0.0108,0.0057,0.0074,0.7134,VarianceParTree,churn_y,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
146,692,,,,20.0,20.0,0.416841983795166,0.0089,16.0982,11.613,0.5952,0.1103,0.0209,0.041,0.0413,0.0506,0.0349,0.0413,0.7034,PrincipalParTree,churn_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,4.0,2.0,0.1,,,,,,,,,,,,,,1.0,False,2.0,,,,,
147,118,,,,20.0,20.0,1.2490553855895996,-0.0318,2.3624,21.1102,0.5229,-0.0625,0.0072,0.0114,0.0121,0.0173,0.0093,0.0121,0.6515,ImpurityParTree2,churn_y,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,4.0,0.1,,,,,,,,me,mape,,,,,,,,,,,,
148,70,,,,20.0,20.0,1.7287001609802246,0.0966,270.3679,3.0706,0.5318,-0.0409,0.0057,0.0111,0.0114,0.0138,0.0097,0.0114,0.6579,CenterParTree2,churn_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,3.0,2.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
149,13,2.0,,,20.0,20.0,1.0749726295471191,0.9254,55437.3641,0.1083,,,,,,,,,,kmeans+dt,bank,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
150,177,,,,20.0,20.0,8.661182165145874,0.9253,54085.675,0.1083,,,,,,,,,,VarianceParTree,bank,,,,,,,,,,,,,5.0,3.0,,,,,,,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
151,217,,,,20.0,20.0,5.440708637237549,0.1439,9908.7322,2.4143,,,,,,,,,,PrincipalParTree,bank,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.1,,,,,,,,,,,,,,1.0,False,1.0,,,,,
152,211,,,,20.0,20.0,5.089560508728027,0.016,1680.0664,1.747,,,,,,,,,,ImpurityParTree2,bank,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,3.0,2.0,0.1,,,,,,,,gini,r2,,,,,,,,,,,,
153,2,10.0,,,20.0,20.0,1.327247142791748,0.191,14584.2219,1.5664,0.4009,0.0012,0.0411,0.0304,0.0305,0.0744,0.0192,0.0305,0.2868,skl_kmeans,adult_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7,12.0,,,20.0,20.0,12.582561492919922,0.1177,9565.7095,1.8007,0.3965,0.0074,0.0492,0.0336,0.0337,0.0892,0.0208,0.0337,0.2582,skl_bis_kmeans,adult_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7,12.0,,,20.0,20.0,15.29096531867981,0.1941,11661.9065,1.4482,0.4106,-0.013,0.0243,0.0197,0.0198,0.0441,0.0128,0.0198,0.3414,skl_birch,adult_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
156,289,8.0,,,20.0,20.0,46.96218347549439,0.3027,8573.0345,1.4438,0.5151,-0.0536,0.0235,0.0346,0.0348,0.0426,0.0294,0.0348,0.6219,skl_agglomerativeClust,adult_y,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,complete,,,,,,,,,,,,,,,,
157,32,,,,20.0,20.0,211.98372888565063,-0.0883,4.8007,1.4433,0.3959,-0.0015,0.2387,0.0296,0.068,0.4324,0.0369,0.068,0.2696,skl_OPTICS,adult_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
158,207,,,,20.0,20.0,2.789622068405152,-0.3333,7.8792,1.4197,0.4167,0.0088,0.1456,0.0522,0.0661,0.2637,0.0378,0.0661,0.3369,skl_DBSCAN,adult_y,,,,,,,,auto,,,,,,,,,,,,,,,,1.0,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
159,228,,,,20.0,20.0,1.0147898197174072,0.1978,10334.0713,1.5434,0.3922,0.004,0.0648,0.0414,0.0415,0.1175,0.0252,0.0415,0.2436,pyc_xmeans,adult_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,,,,,,,,,,,,,,
160,32,2.0,,,20.0,20.0,6.4735939502716064,0.0369,296.0861,8.0581,0.5004,-0.031,0.0369,0.0622,0.0622,0.0669,0.0582,0.0622,0.582,kmodes,adult_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
161,29,12.0,,,20.0,20.0,1.4068591594696045,0.1131,3758.366,2.9253,0.3987,-0.0082,0.0423,0.0305,0.0307,0.0767,0.0192,0.0307,0.2912,kmeans+dt,adult_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
162,140,,,,20.0,20.0,10.019329071044922,-0.0117,5330.2416,1.9275,0.464,0.0086,0.0205,0.0201,0.0202,0.0371,0.0139,0.0202,0.4752,VarianceParTree,adult_y,,,,,,,,,,,,,50.0,3.0,,,,,,,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,
163,260,,,,20.0,20.0,2.8361856937408447,0.0022,342.2767,6.5419,0.5317,0.1526,0.1249,0.1363,0.1363,0.2262,0.0976,0.1363,0.5351,PrincipalParTree,adult_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,2.0,8.0,0.1,,,,,,,,,,,,,,1.0,False,2.0,,,,,
164,296,,,,20.0,20.0,3.665070772171021,-0.028,444.0522,6.0563,0.5157,0.0973,0.0845,0.0996,0.0996,0.153,0.0739,0.0996,0.535,ImpurityParTree2,adult_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,3.0,4.0,0.0,,,,,,,,gini,mape,,,,,,,,,,,,
165,117,,,,20.0,20.0,16.350173234939575,0.1008,3061.3621,3.0059,0.5884,0.1755,0.1054,0.1698,0.1698,0.191,0.1528,0.1698,0.6425,CenterParTree2,adult_y,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,4.0,2.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
