,dataset,alg,n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_depth,max_nbr_clusters,bic_eps,metric_con,metric_cat,min_nr_instances,min_y,min_rd,n_components,oblique_splits,max_oblique_features,bisecting_strategy,criteria_clf,criteria_reg,min_samples,max_eps,metric,n_jobs,eps,threshold,branching_factor,amount_initial_centers,kmax,linkage
88,home,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.4482512474060058,-0.0061,55.1407,2.2983,0.5585,0.1207,0.2312,0.158,0.1651,0.3356,0.1095,0.1651,0.3863,6.0,12.0,0.0,,,,,,2.0,False,0.0,,,,,,,,,,,,,
89,home,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,0.4217042922973633,-0.1026,39.7497,2.7584,0.525,0.054,0.16,0.1082,0.1159,0.2322,0.0772,0.1159,0.3244,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
90,home,kmeans+dt,12.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,100.0,100.0,0.0665552616119384,0.1644,87.8692,1.8002,0.5366,0.0775,0.2925,0.1823,0.1895,0.4244,0.122,0.1895,0.3149,,,,,,,,,,,,,,,,,,,,,,,,
91,home,kmodes,10.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.3124573230743408,-0.0793,15.054,6.1067,0.5258,0.0554,0.1363,0.0943,0.1006,0.1977,0.0674,0.1006,0.3341,,,,,,,,,,,,,,,,,,4.0,,,,,,
92,home,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0057473182678222,0.2417,141.1977,1.0858,0.5525,0.1087,0.2938,0.2096,0.2168,0.4264,0.1453,0.2168,0.3788,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,
93,home,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,0.0047798156738281,-0.0446,3.1263,1.2863,0.5498,0.1019,0.3267,0.1351,0.1936,0.4741,0.1216,0.1936,0.4487,,,,,,,,,,,,,,,2.0,,euclidean,4.0,0.25,,,,,
94,home,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,2.131332397460937,0.172,8.2391,1.2884,0.5047,0.0147,0.4848,0.1216,0.19,0.7035,0.1098,0.19,0.1774,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
95,home,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,inf,100.0,0.0037369728088378,0.1404,65.9401,1.9977,0.6123,0.2239,0.1974,0.3036,0.3047,0.2864,0.3255,0.3047,0.6449,,,,,,,,,,,,,,,,,cosine,,,,,,,complete
96,home,skl_birch,12.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0159511566162109,0.2215,115.5685,1.1924,0.5492,0.1016,0.2258,0.1712,0.1793,0.3277,0.1234,0.1793,0.4023,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
97,home,skl_bis_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.0863974094390869,0.2638,173.5005,1.303,0.5981,0.1971,0.186,0.2129,0.2158,0.2698,0.1797,0.2158,0.5656,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
98,home,skl_kmeans,10.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,100.0,0.0855379104614257,0.2732,174.0051,1.0712,0.5356,0.0752,0.2432,0.1688,0.1744,0.3529,0.1159,0.1744,0.3328,,,,,,,,,,,,,,,,,,,,,,,,
99,ionosphere_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,81.19916939735413,-0.2993,1.4497,5.4025,0.5816,0.1976,0.3455,0.2407,0.2574,0.5292,0.1701,0.2574,0.4947,,,,,,2.0,1.0,20.0,,,,,,,,,,,,,,,,
100,ionosphere_y,CenterParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,3.352169275283813,-0.1947,6.2796,4.2792,0.5216,0.0801,0.2163,0.1754,0.1825,0.3313,0.1259,0.1825,0.4168,6.0,8.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
101,ionosphere_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.5564901828765869,0.1355,11.6097,3.2767,0.6319,0.2291,0.1341,0.2625,0.2646,0.2053,0.3718,0.2646,0.7372,4.0,2.0,0.1,,,,,,,,,,gini,mape,,,,,,,,,,
102,ionosphere_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.6076457500457764,0.1252,11.2186,4.5525,0.7943,0.5879,0.3468,0.466,0.4681,0.5312,0.4183,0.4681,0.804,2.0,12.0,0.1,,,,,,2.0,False,2.0,,,,,,,,,,,,,
103,ionosphere_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,100.0,7.000180244445801,0.2056,38.1611,2.7527,0.6043,0.2272,0.1783,0.1878,0.1916,0.2731,0.1475,0.1916,0.5654,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
104,ionosphere_y,kmeans+dt,6.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,100.0,100.0,0.377558946609497,0.2036,29.0285,2.7659,0.5916,0.2175,0.2684,0.2151,0.2218,0.4111,0.1519,0.2218,0.507,,,,,,,,,,,,,,,,,,,,,,,,
105,ionosphere_y,kmodes,6.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.8987231254577637,-0.0901,9.7001,5.2789,0.5716,0.181,0.2777,0.234,0.2388,0.4254,0.166,0.2388,0.4724,,,,,,,,,,,,,,,,,,4.0,,,,,,
106,ionosphere_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0057089328765869,0.2851,19.9427,1.1669,0.6658,0.3447,0.3057,0.3228,0.3344,0.4683,0.2601,0.3344,0.6432,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,
107,ionosphere_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,0.0057272911071777,0.128,14.4653,4.5413,0.7975,0.5927,0.305,0.4649,0.466,0.4672,0.4649,0.466,0.8114,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.25,,,,,
108,ionosphere_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,100.0,100.0,0.8468406200408936,0.0892,31.8445,2.1348,0.5908,0.1986,0.2657,0.2828,0.2874,0.4071,0.2221,0.2874,0.5563,,,,,,,,,,,,,,,10.0,inf,correlation,4.0,,,,,,
109,ionosphere_y,skl_agglomerativeClust,4.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0034883022308349,0.2949,59.2328,1.7022,0.6644,0.3406,0.3112,0.3479,0.3511,0.4767,0.2779,0.3511,0.6453,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
110,ionosphere_y,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0191953182220459,0.2952,59.4366,1.7291,0.6667,0.3453,0.3207,0.3567,0.3599,0.4912,0.2839,0.3599,0.6469,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
111,ionosphere_y,skl_bis_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.5295660495758057,0.2847,53.6419,1.8396,0.6423,0.2967,0.2585,0.2919,0.2955,0.396,0.2357,0.2955,0.6225,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
112,ionosphere_y,skl_kmeans,4.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.3989293575286865,0.2985,62.3962,1.7041,0.6349,0.2853,0.2695,0.2921,0.2954,0.4129,0.23,0.2954,0.6057,,,,,,,,,,,,,,,,,,,,,,,,
113,iris_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.1809587478637695,-0.0975,38.1306,12.3831,0.7247,0.3373,0.6211,0.4552,0.4699,0.5654,0.402,0.4699,0.5314,6.0,6.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
114,iris_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.1310420036315918,-0.1265,39.3502,4.9253,0.7144,0.3575,0.6477,0.4994,0.5177,0.5896,0.4615,0.5177,0.5717,6.0,10.0,0.1,,,,,,,,,,gini,mape,,,,,,,,,,
115,iris_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.0828065872192382,0.3157,142.4567,0.9145,0.8773,0.7234,0.8461,0.7491,0.7541,0.7701,0.7388,0.7541,0.8152,2.0,4.0,0.1,,,,,,1.0,False,1.0,,,,,,,,,,,,,
116,iris_y,VarianceParTree,,,,,,,,,,,,,5.0,30.0,,,,,,,20.0,20.0,0.1162700653076171,-0.0058,58.7745,9.3814,0.7502,0.4343,0.7185,0.57,0.5829,0.654,0.5257,0.5829,0.6205,6.0,6.0,0.1,,,,,,,,,,,,,,,,,,,,,
117,iris_y,kmeans+dt,2.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,50.0,0.0,,,0.0,,0.0,inf,20.0,0.0068256855010986,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,,,,,,,,
118,iris_y,kmodes,12.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.0389409065246582,-0.2064,11.5077,3.4127,0.7031,0.205,0.589,0.3208,0.3551,0.5361,0.2655,0.3551,0.392,,,,,,,,,,,,,,,,,,4.0,,,,,,
119,iris_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0016326904296875,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
120,iris_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,0.003225564956665,0.5046,131.5359,0.4929,0.7719,0.5584,0.6365,0.7156,0.7201,0.5794,0.9512,0.7201,0.7642,,,,,,,,,,,,,,,2.0,,euclidean,4.0,1.0,,,,,
121,iris_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,0.2637777328491211,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,20.0,inf,euclidean,4.0,,,,,,
122,iris_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0007028579711914,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,euclidean,,,,,,,single
123,iris_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,inf,20.0,0.002925157546997,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
124,iris_y,skl_bis_kmeans,2.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,20.0,0.0060033798217773,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
125,iris_y,skl_kmeans,2.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,20.0,0.0059161186218261,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,,,,,,,,
126,titanic_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,11.5684654712677,-0.1457,1.1629,10.6755,0.5632,0.1165,0.0491,0.0641,0.0679,0.0738,0.0629,0.0679,0.6156,,,,,,2.0,1.0,30.0,,,,,,,,,,,,,,,,
127,titanic_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.742598295211792,0.1368,76.443,3.0202,0.6641,0.3251,0.1509,0.2288,0.2295,0.2266,0.2325,0.2295,0.686,6.0,2.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
128,titanic_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.7503793239593506,-0.4183,1.194,11.4489,0.5156,0.0312,0.0133,0.0071,0.0135,0.02,0.0102,0.0135,0.528,6.0,12.0,0.1,,,,,,,,,,gini,r2,,,,,,,,,,
129,titanic_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.5504448413848877,-0.1155,18.8574,7.2273,0.5241,0.0851,0.1754,0.1139,0.1176,0.2634,0.0757,0.1176,0.3387,6.0,12.0,0.0,,,,,,1.0,False,0.0,,,,,,,,,,,,,
130,titanic_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,100.0,3.052036762237549,0.5496,77.2992,1.6064,0.5581,0.0879,0.0396,0.063,0.0711,0.0594,0.0886,0.0711,0.679,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
131,titanic_y,kmeans+dt,8.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,1000.0,100.0,0.0668094158172607,0.283,259.7847,3.2025,0.5515,0.1102,0.0592,0.056,0.0599,0.0889,0.0452,0.0599,0.5307,,,,,,,,,,,,,,,,,,,,,,,,
132,titanic_y,kmodes,4.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,1000.0,100.0,0.1640968322753906,0.0325,15.8694,7.6932,0.647,0.2894,0.1504,0.1959,0.1977,0.2259,0.1757,0.1977,0.6754,,,,,,,,,,,,,,,,,,4.0,,,,,,
133,titanic_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0167148113250732,0.3184,1742.3215,1.0712,0.5573,0.1218,0.0804,0.0681,0.0747,0.1207,0.0541,0.0747,0.537,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,
134,titanic_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,0.009584903717041,-0.0945,1.4803,2.3875,0.5174,0.0654,0.2036,0.1144,0.1357,0.3058,0.0872,0.1357,0.3701,,,,,,,,,,,,,,,2.0,,euclidean,4.0,1.0,,,,,
135,titanic_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,4.127488613128662,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
136,titanic_y,skl_agglomerativeClust,12.0,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0124077796936035,0.3003,1826.185,1.0079,0.5554,0.1186,0.0736,0.0635,0.0691,0.1106,0.0503,0.0691,0.532,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
137,titanic_y,skl_birch,12.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0342555046081543,0.3014,1848.1739,0.9978,0.5529,0.1118,0.0689,0.0603,0.066,0.1035,0.0484,0.066,0.5381,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
138,titanic_y,skl_bis_kmeans,6.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.092275857925415,0.5949,1792.6025,0.729,0.5627,0.1109,0.0419,0.0535,0.0572,0.0629,0.0524,0.0572,0.6332,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
139,titanic_y,skl_kmeans,6.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.0534861087799072,0.7057,2227.4322,0.6131,0.5558,0.0946,0.0345,0.0445,0.0483,0.0518,0.0453,0.0483,0.6361,,,,,,,,,,,,,,,,,,,,,,,,
140,vehicle_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,72.02801537513733,-0.1145,1.0606,15.2975,0.6025,0.055,0.2316,0.1397,0.1511,0.1671,0.1378,0.1511,0.3316,,,,,,2.0,1.0,10.0,,,,,,,,,,,,,,,,
141,vehicle_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,1.164437770843506,0.0368,126.33,2.8412,0.7092,0.1797,0.3938,0.2558,0.2602,0.2842,0.2399,0.2602,0.368,6.0,6.0,0.2,cos,jaccard,,,,,,,,,,,,,,,,,,,
142,vehicle_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.9612681865692136,0.0053,99.2417,2.7465,0.7049,0.1425,0.366,0.221,0.2271,0.2641,0.1991,0.2271,0.33,10.0,8.0,0.0,,,,,,,,,,gini,mape,,,,,,,,,,
143,vehicle_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.4418888092041016,0.0503,111.3015,2.1505,0.7172,0.1558,0.4327,0.2473,0.2566,0.3122,0.2178,0.2566,0.3328,8.0,12.0,0.1,,,,,,1.0,False,0.0,,,,,,,,,,,,,
144,vehicle_y,VarianceParTree,,,,,,,,,,,,,5.0,30.0,,,,,,,20.0,20.0,1.0070383548736572,-0.0034,90.7302,2.7107,0.7135,0.1522,0.389,0.2358,0.2419,0.2807,0.2125,0.2419,0.3325,6.0,8.0,0.2,,,,,,,,,,,,,,,,,,,,,
145,vehicle_y,kmeans+dt,10.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,inf,100.0,0.338935375213623,0.1176,193.8483,1.8857,0.6712,0.1335,0.3569,0.2353,0.241,0.2575,0.2265,0.241,0.354,,,,,,,,,,,,,,,,,,,,,,,,
146,vehicle_y,kmodes,10.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,1.903400421142578,0.0124,62.6555,4.362,0.7297,0.1342,0.3549,0.1913,0.1986,0.2561,0.1622,0.1986,0.2952,,,,,,,,,,,,,,,,,,4.0,,,,,,
147,vehicle_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,inf,100.0,0.0389704704284668,0.1742,199.2644,1.4368,0.7457,0.1028,0.5287,0.2454,0.2571,0.3816,0.1939,0.2571,0.2421,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,
148,vehicle_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,1000.0,100.0,0.0022153854370117,-0.365,2.8985,1.4858,0.5161,0.0295,0.3817,0.1646,0.2448,0.2755,0.2203,0.2448,0.3731,,,,,,,,,,,,,,,2.0,,euclidean,4.0,1.0,,,,,
149,vehicle_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,2.115802526473999,-0.1298,6.5489,1.2881,0.674,0.0066,0.6816,0.1278,0.2625,0.4919,0.179,0.2625,0.2034,,,,,,,,,,,,,,,2.0,inf,correlation,4.0,,,,,,
150,vehicle_y,skl_agglomerativeClust,10.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0132784843444824,0.153,244.4034,1.5392,0.7362,0.1678,0.5118,0.2863,0.293,0.3694,0.2428,0.293,0.3285,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
151,vehicle_y,skl_birch,12.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0463814735412597,0.1622,230.2191,1.5251,0.7381,0.1259,0.4678,0.2419,0.2501,0.3376,0.1986,0.2501,0.2774,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
152,vehicle_y,skl_bis_kmeans,12.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,100.0,1.944502592086792,0.1628,220.6831,1.5407,0.7275,0.1202,0.4003,0.2156,0.2248,0.2889,0.1839,0.2248,0.2807,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
153,vehicle_y,skl_kmeans,12.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,20.0,0.5743961334228516,0.1939,257.5432,1.4171,0.7387,0.1195,0.457,0.234,0.2421,0.3298,0.1913,0.2421,0.269,,,,,,,,,,,,,,,,,,,,,,,,
154,wdbc_y,CenterParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,1.1867775917053225,0.0421,95.2788,4.4365,0.6588,0.3314,0.3142,0.3573,0.3586,0.4758,0.2878,0.3586,0.623,2.0,10.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
155,wdbc_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.5146899223327637,0.256,167.5821,1.6218,0.7681,0.5335,0.2681,0.4102,0.411,0.4059,0.4163,0.411,0.7852,3.0,2.0,0.0,,,,,,,,,,entropy,r2,,,,,,,,,,
156,wdbc_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.4960436820983886,0.2963,130.1158,1.4565,0.8486,0.6966,0.3983,0.5768,0.5779,0.6032,0.5547,0.5779,0.8554,2.0,6.0,0.2,,,,,,3.0,False,1.0,,,,,,,,,,,,,
157,wdbc_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,100.0,5.919265270233154,0.3183,245.6139,1.3866,0.7973,0.5927,0.3076,0.4668,0.4676,0.4659,0.4693,0.4676,0.8102,2.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
158,wdbc_y,kmeans+dt,2.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,50.0,0.0,,,0.0,,0.0,1000.0,20.0,0.5684680938720703,0.3283,246.1985,1.3561,0.8194,0.6361,0.3354,0.518,0.5186,0.508,0.5297,0.5186,0.8345,,,,,,,,,,,,,,,,,,,,,,,,
159,wdbc_y,kmodes,10.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,2.0842294692993164,-0.0566,24.7523,4.3779,0.5215,0.0881,0.2816,0.189,0.1934,0.4265,0.1251,0.1934,0.337,,,,,,,,,,,,,,,,,,4.0,,,,,,
160,wdbc_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0366647243499755,0.3447,267.6804,1.3093,0.8394,0.6765,0.3638,0.5614,0.562,0.551,0.5735,0.562,0.8527,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
161,wdbc_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.009070873260498,0.1211,137.2127,2.4526,0.8256,0.6548,0.4652,0.5734,0.5743,0.7046,0.4847,0.5743,0.8224,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.25,,,,,
162,wdbc_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,100.0,100.0,2.385538339614868,-0.2316,3.8312,1.4314,0.4749,-0.0225,0.2843,0.1029,0.1635,0.4306,0.1009,0.1635,0.3755,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
163,wdbc_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,1000.0,100.0,0.006335973739624,0.3237,248.4838,1.3315,0.8905,0.7796,0.4425,0.6812,0.6816,0.6701,0.6934,0.6816,0.8993,,,,,,,,,,,,,,,,,cosine,,,,,,,average
164,wdbc_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0329456329345703,0.317,245.0204,1.3902,0.8365,0.6718,0.3633,0.5485,0.5491,0.5502,0.548,0.5491,0.8459,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
165,wdbc_y,skl_bis_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.7221834659576416,0.345,267.6964,1.3123,0.8365,0.6707,0.3594,0.554,0.5546,0.5443,0.5654,0.5546,0.8498,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
166,wdbc_y,skl_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,20.0,0.6005744934082031,0.345,267.6964,1.3123,0.8365,0.6707,0.3594,0.554,0.5546,0.5443,0.5654,0.5546,0.8498,,,,,,,,,,,,,,,,,,,,,,,,
167,wine,CenterParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.7511820793151855,0.0432,483.6025,2.9698,,,,,,,,,,2.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
168,wine,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.4052777290344238,0.1763,461.0996,2.0062,,,,,,,,,,2.0,2.0,0.1,,,,,,,,,,me,r2,,,,,,,,,,
169,wine,PrincipalParTree,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.3733060359954834,0.2038,1107.9376,1.9418,,,,,,,,,,2.0,2.0,0.0,,,,,,1.0,False,2.0,,,,,,,,,,,,,
170,wine,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,0.4548718929290771,0.1236,416.8859,2.8511,,,,,,,,,,4.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
171,wine,kmeans+dt,8.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,inf,100.0,0.7591755390167236,0.1204,721.121,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,wine,kmodes,2.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,1000.0,100.0,0.8643038272857666,-0.0114,18.7509,13.8982,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
173,wine,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,inf,20.0,0.0530011653900146,0.218,1477.0331,1.6047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
174,wine,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,0.0363352298736572,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,euclidean,4.0,0.1,,,,,
175,wine,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,13.470954179763794,-0.2058,5.267,1.2556,,,,,,,,,,,,,,,,,,,,,,,,3.0,inf,euclidean,4.0,,,,,,
176,wine,skl_agglomerativeClust,6.0,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.3627007007598877,0.1767,3.0115,0.5618,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,,,,,,single
177,wine,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,inf,20.0,0.8062901496887207,0.2053,1551.6826,1.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
